PopID	Rack	Pos	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log	lxwH	lxwH.log	Latitude	Longitude	bolt.bin
54	GR002	7	35	17	d	nat	cont	GR002.17.d	86	0	NA	NA	y	86	8.82	3.058	0.718	11	16.4	4	y	NA	12	11.6	1.1		69	NA	NA	NA	NA	NA	NA	69	1	32.5		NA			3.46410161513775	2.45100509811232	0.0953101798043249	3.3166247903554	2.79728133483015	1.38629436111989	0	NA	NA	2.1770218700187	1.11776110750687	-0.331285709933913	NA	NA	40.6213888888889	23.0786111111111	1
55	GR002	18	7	8	j	nat	cont	GR002.8.j	85	8	25.9	4.6	y	85	9.12	2.921	1.108	18	23.5	4.1	n	NA	10	13.8	2.9		85	NA	NA	NA	NA	NA	NA	85	NA	25		NA			3.16227766016838	2.62466859216316	1.06471073699243	4.24264068711928	3.15700042115011	1.41098697371026	2.82842712474619	3.25424296870549	1.52605630349505	2.21046980408624	1.0719260234056	0.102556588325092	119.14	4.78029927220054	40.6213888888889	23.0786111111111	1
56	GR002	9	49	8	b	nat	cont	GR002.8.b	85	3	3.9	1	y	85	7.77	3.111	0.504	14	20	3.6	n	NA	9	13.3	2.9		29	NA	NA	NA	NA	NA	NA	69	1	34.5		NA			3	2.58776403522771	1.06471073699243	3.74165738677394	2.99573227355399	1.28093384546206	1.73205080756888	1.3609765531356	0	2.05027016437956	1.1349442179155	-0.685179010910768	3.9	1.3609765531356	40.6213888888889	23.0786111111111	1
57	GR002	5	19	25	i	nat	cont	GR002.25.i	85	19	26.8	5.4	n	86	8.93	2.839	2.111	16	22	4.3	y	NA	12	12.7	1.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.54160199346455	0.336472236621213	4	3.09104245335832	1.45861502269952	4.35889894354067	3.28840188751681	1.68639895357023	2.18941639488841	1.04345187749083	0.747161768866184	144.72	4.97480084108704	40.6213888888889	23.0786111111111	0
58	GR002	34	36	13	b	nat	cont	GR002.13.b	84	7	26.5	6.3	y	84	8.89	3.978	1.054	12	21.6	3.7	n	NA	7	14	3		69	NA	NA	NA	NA	NA	NA	69	1	33		NA			2.64575131106459	2.63905732961526	1.09861228866811	3.46410161513775	3.07269331469012	1.30833281965018	2.64575131106459	3.27714473299218	1.84054963339749	2.18492704952581	1.38077918043178	0.0525924501191706	166.95	5.11769436638966	40.6213888888889	23.0786111111111	1
59	GR002	29	35	13	a	nat	cont	GR002.13.a	85	0	NA	NA	y	85	9.94	3.339	1.495	16	34.3	5.3	y	NA	9	18.4	3		69	NA	NA	NA	NA	NA	NA	69	1	25		NA			3	2.91235066461494	1.09861228866811	4	3.53514535417189	1.66770682055808	0	NA	NA	2.29656702066848	1.20567136096152	0.40212620684265	NA	NA	40.6213888888889	23.0786111111111	1
60	GR002	24	29	25	d	nat	cont	GR002.25.d	85	17	28.3	5.5	n	85	9.82	3.527	3.037	12	27.5	4.2	n	NA	10	15.7	3.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.75366071235426	1.3609765531356	3.46410161513775	3.31418600467253	1.43508452528932	4.12310562561766	3.34286180464919	1.70474809223843	2.28442112236637	1.26044765125391	1.11087018606361	155.65	5.04760989688762	40.6213888888889	23.0786111111111	0
61	GR002	12	40	17	f	nat	cont	GR002.17.f	86	16	40.4	5.9	n	85	7.97	1.527	0.832	13	26.4	3.4	n	NA	10	16.9	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.82731362192903	0.993251773010283	3.60555127546399	3.27336401015227	1.22377543162212	4	3.6988297849671	1.77495235091167	2.07568449280212	0.423305026236495	-0.183922838160928	238.36	5.47378213587878	40.6213888888889	23.0786111111111	0
62	GR003	12	1	12	j	nat	cont	GR003.12.j	86	0	NA	NA	y	85	6.73	3.73	0.804	12	24.1	3.4	n	NA	4	7.6	1.1		38	NA	NA	38	1	20.5	NA	69	1	26		80	white		2	2.02814824729229	0.0953101798043249	3.46410161513775	3.18221184049661	1.22377543162212	0	NA	NA	1.90657514365664	1.31640823365572	-0.218156009803171	NA	NA	40.8508333333333	25.7930555555556	1
63	GR003	29	42	17	a	nat	cont	GR003.17.a	85	11	14.2	2.4	y	85	8.19	4.496	0.909	8	26.1	5.7	y	33.5	8	18.7	3.7		13	18	1	38	1	NA	38.4	69	1	41		80	white		2.82842712474619	2.92852352386054	1.30833281965018	2.82842712474619	3.26193531432865	1.7404661748405	3.3166247903554	2.65324196460721	0.8754687373539	2.10291389786498	1.50318811259139	-0.0954101848046582	34.08	3.52871070196111	40.8508333333333	25.7930555555556	1
64	GR003	9	20	10	a	nat	cont	GR003.10.a	85	11	26.4	6.1	n	85	7.58	2.494	1.063	10	25.3	6.7	n	NA	7	14.1	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.64617479738412	1.02961941718116	3.16227766016838	3.23080439573347	1.90210752639692	3.3166247903554	3.27336401015227	1.80828877117927	2.02551319965428	0.913887847257845	0.0610950993598108	161.04	5.08165278133154	40.8508333333333	25.7930555555556	0
65	GR003	5	25	12	c	nat	cont	GR003.12.c	85	2	4.1	1	y	86	7.22	5.217	1.264	26	22.6	5.6	n	NA	7	14.1	2.9		38	NA	NA	38	2	36.6	36	69	2	36.5	36	NA			2.64575131106459	2.64617479738412	1.06471073699243	5.09901951359278	3.11794990627824	1.7227665977411	1.4142135623731	1.41098697371026	0	1.97685495290473	1.65192252404026	0.234281295724666	4.1	1.41098697371026	40.8508333333333	25.7930555555556	1
66	GR003	7	9	9	h	nat	cont	GR003.9.h	86	17	27.9	5.5	n	86	7.05	4.58	1.355	17	21	5.8	n	NA	11	13.5	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.60268968544438	0.832909122935104	4.12310562561766	3.04452243772342	1.75785791755237	4.12310562561766	3.32862668882732	1.70474809223843	1.95302761682418	1.52169899812609	0.303801454331664	153.45	5.03337478106574	40.8508333333333	25.7930555555556	0
67	GR003	18	37	10	e	nat	cont	GR003.10.e	85	0	NA	NA	y	85	9.39	4.814	2.785	18	29.6	5.2	y	NA	11	16.7	4		38	NA	NA	38	1	6.4	NA	69	1	41.5		NA			3.3166247903554	2.81540871942271	1.38629436111989	4.24264068711928	3.38777436133001	1.64865862558738	0	NA	NA	2.23964529322017	1.57152833936088	1.02424787337925	NA	NA	40.8508333333333	25.7930555555556	1
68	GR003	30	6	9	c	nat	cont	GR003.9.c	86	16	30	6.9	n	86	7.32	3.798	1.973	17	21.9	4.5	n	NA	10	15.4	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.73436750941958	0.993251773010283	4.12310562561766	3.08648663682246	1.50407739677627	4	3.40119738166216	1.93152141160321	1.99061032797322	1.33447461239009	0.679555227040478	207	5.33271879326537	40.8508333333333	25.7930555555556	0
69	GR003	24	34	10	g	nat	cont	GR003.10.g	85	1	17.5	1.5	y	85	12.41	4.401	0.782	14	20.3	4.6	n	28.5	9	17.9	4		18	18	1	38	1	35.1	NA	69	4	32	13,13,4	50	white		3	2.88480071284671	1.38629436111989	3.74165738677394	3.01062088604774	1.52605630349505	1	2.86220088092947	0.405465108108164	2.51850259921652	1.48183178782895	-0.245900538436826	26.25	3.26766598903763	40.8508333333333	25.7930555555556	1
70	GR003	34	43	12	i	nat	cont	GR003.12.i	84	18	27.9	5.6	n	84	6.2	2.805	0.749	13	21.2	4.1	y	NA	5	17	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.83321334405622	1.25276296849537	3.60555127546399	3.05400118167797	1.41098697371026	4.24264068711928	3.32862668882732	1.7227665977411	1.82454929205105	1.03140353897466	-0.289016295464918	156.24	5.05139328656842	40.8508333333333	25.7930555555556	0
71	GR003	25	40	17	h	nat	cont	GR003.17.h	85	20	27.8	4.9	y	85	9.72	4.13	2.907	15	25.9	5.1	y	NA	8	16.5	2.8		85	NA	NA	NA	NA	NA	NA	85	NA	14		NA			2.82842712474619	2.80336038090653	1.02961941718116	3.87298334620742	3.25424296870549	1.62924053973028	4.47213595499958	3.32503602069659	1.58923520511658	2.27418561847235	1.41827740697294	1.06712162157674	136.22	4.91427122581317	40.8508333333333	25.7930555555556	1
72	GR003	44	14	17	e	nat	cont	GR003.17.e	84	11	28.3	5	y	84	8.76	3.769	1.855	11	26.7	4.4	y	NA	10	17.3	3.2		84	NA	NA	NA	NA	NA	NA	84	NA	16.9		NA			3.16227766016838	2.85070650150373	1.16315080980568	3.3166247903554	3.2846635654062	1.48160454092422	3.3166247903554	3.34286180464919	1.6094379124341	2.1701959049483	1.326809714285	0.617884696059398	141.5	4.95229971708329	40.8508333333333	25.7930555555556	1
73	GR003	40	27	17	d	nat	cont	GR003.17.d	84	4	14.9	2.5	y	84	12.1	5.075	1.141	NA	NA	NA	NA	NA	10	17.5	4.5		11	NA	NA	39	1	40	NA	69	1	38		46			3.16227766016838	2.86220088092947	1.50407739677627	NA	NA	NA	2	2.70136121295141	0.916290731874155	2.4932054526027	1.62432652492785	0.131905070879939	37.25	3.61765194482557	40.8508333333333	25.7930555555556	1
74	GR003	6	32	9	a	nat	cont	GR003.9.a	86	16	30.1	8.4	n	86	9.32	3.513	1.726	11	18.3	4.4	n 	NA	8	16.4	4.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.79728133483015	1.56861591791385	3.3166247903554	2.90690105984738	1.48160454092422	4	3.40452517175483	2.12823170584927	2.2321626286975	1.25647037328369	0.545806592661236	252.84	5.5327568776041	40.8508333333333	25.7930555555556	0
75	HU001	40	28	24	b	nat	cont	HU001.24.b	84	19	30	6.4	y	84	9.59	5.26	2.569	NA	NA	NA	NA	NA	10	21	6.5		84	NA	NA	NA	NA	NA	NA	84	NA	22		NA			3.16227766016838	3.04452243772342	1.87180217690159	NA	NA	NA	4.35889894354067	3.40119738166216	1.85629799036563	2.26072088889535	1.66013102674962	0.943516718127747	192	5.25749537202778	47.6419444444444	18.7825	1
76	HU001	12	38	5	a	nat	cont	HU001.5.a	86	14	24	7.2	n	85	4.56	1.039	1.19	9	22.9	3.6	y	NA	9	17.6	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.86789890204411	1.22377543162212	3	3.13113691056019	1.28093384546206	3.74165738677394	3.17805383034795	1.97408102602201	1.51732262352629	0.0382587121170903	0.173953307123438	172.8	5.15213485636996	47.6419444444444	18.7825	0
77	HU001	25	28	5	d	nat	cont	HU001.5.d	85	23	27.5	6.8	n	85	9.26	3.8	1.565	14	34.2	5.6	n	NA	8	17.4	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.85647020622048	1.16315080980568	3.74165738677394	3.53222564406856	1.7227665977411	4.79583152331272	3.31418600467253	1.91692261218206	2.22570404865809	1.33500106673234	0.447885823992117	187	5.23110861685459	47.6419444444444	18.7825	0
78	HU001	5	47	28	a	nat	cont	HU001.28.a	85	26	30.5	5.4	n	86	9.94	4.798	1.646	18	20.8	4.6	y	NA	13	13.3	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.58776403522771	1.25276296849537	4.24264068711928	3.03495298670727	1.52605630349505	5.09901951359278	3.41772668361337	1.68639895357023	2.29656702066848	1.5681991644175	0.498348102254878	164.7	5.10412563718359	47.6419444444444	18.7825	0
79	HU001	7	27	24	h	nat	cont	HU001.24.h	86	13	21.6	5.7	y	86	9.16	5.746	4.165	12	20.6	4.8	n	NA	11	18.6	3.2		69	NA	NA	NA	NA	NA	NA	69	1	33.5		NA			3.3166247903554	2.92316158071916	1.16315080980568	3.46410161513775	3.02529107579554	1.56861591791385	3.60555127546399	3.07269331469012	1.7404661748405	2.21484617868604	1.7485039605571	1.42671627561881	123.12	4.81315948953062	47.6419444444444	18.7825	1
80	HU001	34	40	14	b	nat	cont	HU001.14.b	84	20	22.4	7.3	n	84	6.65	3.239	1.562	16	25.5	8.7	y	NA	10	14.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.67414864942653	1.38629436111989	4	3.23867845216438	2.16332302566054	4.47213595499958	3.10906095886099	1.98787434815435	1.89461685466776	1.17526464018919	0.445967051417494	163.52	5.09693530701534	47.6419444444444	18.7825	0
81	HU001	29	27	28	m	nat	cont	HU001.28.m	85	16	28.7	7.2	n	85	9.76	5.317	4.534	16	29.5	8.9	y	NA	13	13.6	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.61006979274201	0.832909122935104	4	3.38439026334577	2.18605127673809	4	3.35689712276558	1.97408102602201	2.278292400425	1.6709092345222	1.51160455208534	206.64	5.33097814878758	47.6419444444444	18.7825	0
82	HU001	6	26	28	h	nat	cont	HU001.28.h	86	24	26.7	8.2	n	86	8.51	4.432	1.264	14	17.5	4.1	y	NA	13	16	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.77258872223978	1.22377543162212	3.74165738677394	2.86220088092947	1.41098697371026	4.89897948556636	3.2846635654062	2.10413415427021	2.14124194258528	1.48885094944498	0.234281295724666	218.94	5.38879771967641	47.6419444444444	18.7825	0
83	HU001	30	18	24	i	nat	cont	HU001.24.i	86	0	NA	NA	y	86	7.93	5.533	1.188	14	33.3	5.9	n	NA	9	18.7	3.4		69	NA	NA	NA	NA	NA	NA	69	1	50.5		NA			3	2.92852352386054	1.22377543162212	3.74165738677394	3.5055573969864	1.77495235091167	0	NA	NA	2.07065303564676	1.71073016391597	0.172271220940453	NA	NA	47.6419444444444	18.7825	1
84	HU001	44	43	5	j	nat	cont	HU001.5.j	84	7	18.7	5.4	y	84	7.5	3.661	1.481	13	19.1	5.2	y	NA	6	8.3	2.1		69	NA	NA	NA	NA	NA	NA	69	1	17		NA			2.44948974278318	2.11625551480255	0.741937344729377	3.60555127546399	2.94968833505258	1.64865862558738	2.64575131106459	2.92852352386054	1.68639895357023	2.01490302054226	1.2977363341381	0.392717535285662	100.98	4.61492247743077	47.6419444444444	18.7825	1
85	HU001	24	45	24	j	nat	cont	HU001.24.j	85	8	19	4.7	y	85	7.94	2.8	1.263	15	18.2	5	y	NA	11	13.3	4.1		69	NA	NA	NA	NA	NA	NA	69	1	12		NA			3.3166247903554	2.58776403522771	1.41098697371026	3.87298334620742	2.90142159408275	1.6094379124341	2.82842712474619	2.94443897916644	1.54756250871601	2.07191327525904	1.02961941718116	0.233489843368354	89.3	4.49200148788245	47.6419444444444	18.7825	1
86	HU001	18	14	28	e	nat	cont	HU001.28.e	85	29	29.5	6.3	n	85	6.99	4.974	6.697	21	25.4	8.5	y	NA	12	12.5	4.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.52572864430826	1.48160454092422	4.58257569495584	3.23474917402449	2.14006616349627	5.3851648071345	3.38439026334577	1.84054963339749	1.94448055624572	1.60422434538121	1.90165966492791	185.85	5.22493989674326	47.6419444444444	18.7825	0
87	HU001	9	44	28	g	nat	cont	HU001.28.g	85	2	19	5.1	y	85	9.18	4.817	1.123	24	18	3.8	n	NA	13	13.6	4.1		69	NA	NA	NA	NA	NA	NA	69	1	34.5		NA			3.60555127546399	2.61006979274201	1.41098697371026	4.89897948556636	2.89037175789616	1.33500106673234	1.4142135623731	2.94443897916644	1.62924053973028	2.2170272046324	1.57215132764808	0.116003675756306	96.9	4.57367951889672	47.6419444444444	18.7825	1
88	RO001	34	37	28	c	nat	cont	RO001.28.c	84	18	25.1	5.3	n	84	8.54	3.831	1.295	15	17.9	5.8	y	NA	11	15.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.7408400239252	1.38629436111989	3.87298334620742	2.88480071284671	1.75785791755237	4.24264068711928	3.22286784613774	1.66770682055808	2.14476100780048	1.34312586571851	0.258510695151501	133.03	4.89057466669581	44.1102777777778	28.6369444444444	0
89	RO001	40	35	6	h	nat	cont	RO001.6.h	84	17	31.8	4.9	n	84	7.85	3.105	3.635	NA	NA	NA	NA	NA	11	17.5	5.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.86220088092947	1.70474809223843	NA	NA	NA	4.12310562561766	3.45946628978613	1.58923520511658	2.06051353179432	1.13301371538544	1.29060911098548	155.82	5.04870149490271	44.1102777777778	28.6369444444444	0
90	RO001	25	45	28	f	nat	cont	RO001.28.f	85	18	29.6	6.1	n	85	8.53	2.563	1.409	16	17.6	3.9	n	NA	10	12.9	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.55722731136763	0.993251773010283	4	2.86789890204411	1.3609765531356	4.24264068711928	3.38777436133001	1.80828877117927	2.14358936150359	0.941178447381934	0.342880232916543	180.56	5.19606313250928	44.1102777777778	28.6369444444444	0
91	RO001	30	3	6	e	nat	cont	RO001.6.e	86	19	24.6	6.5	n	86	9.24	4.736	3.153	16	20	4.9	y	NA	11	14.6	5.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.68102152871429	1.64865862558738	4	2.99573227355399	1.58923520511658	4.35889894354067	3.20274644293832	1.87180217690159	2.22354188565359	1.5551928975817	1.14835438056292	159.9	5.07454861983991	44.1102777777778	28.6369444444444	0
92	RO001	44	27	13	b	nat	cont	RO001.13.b	84	20	27.6	5.6	n	84	7.95	3.752	1.243	12	24	3.9	y	NA	10	13.4	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.59525470695687	1.1314021114911	3.46410161513775	3.17805383034795	1.3609765531356	4.47213595499958	3.3178157727231	1.7227665977411	2.07317192866624	1.32228903114398	0.217527812528574	154.56	5.04058237046421	44.1102777777778	28.6369444444444	0
93	RO001	5	9	21	i	nat	cont	RO001.21.i	85	8	24.6	4.8	y	86	7.6	3.657	0.99	13	16.1	5.1	y	NA	9	11.6	2.7		85	NA	NA	NA	NA	NA	NA	85	NA	22		NA			3	2.45100509811232	0.993251773010283	3.60555127546399	2.77881927199042	1.62924053973028	2.82842712474619	3.20274644293832	1.56861591791385	2.02814824729229	1.29664313916724	-0.0100503358535015	118.08	4.77136236085216	44.1102777777778	28.6369444444444	1
94	RO001	7	1	6	c	nat	cont	RO001.6.c	86	15	24.6	7.7	n	86	8.15	2.94	1.166	11	16.7	4.8	n	NA	10	11.9	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.47653840011748	0.916290731874155	3.3166247903554	2.81540871942271	1.56861591791385	3.87298334620742	3.20274644293832	2.04122032885964	2.09801792725277	1.07840958135059	0.153579087928301	189.42	5.24396677179796	44.1102777777778	28.6369444444444	0
95	RO001	12	20	12	a	nat	cont	RO001.12.a	86	11	25.9	4.9	n	85	7.29	2.7	1.227	13	21.2	5.7	y	NA	8	12.3	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.50959926237837	1.41098697371026	3.60555127546399	3.05400118167797	1.7404661748405	3.3166247903554	3.25424296870549	1.58923520511658	1.98650354602057	0.993251773010283	0.204572165728774	126.91	4.84347817382207	44.1102777777778	28.6369444444444	0
96	RO001	6	47	21	f	nat	cont	RO001.21.f	86	15	28.8	6.6	n	86	6.83	2.5	2.471	18	17.2	3.4	y	NA	11	13.4	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.59525470695687	1.30833281965018	4.24264068711928	2.84490938381941	1.22377543162212	3.87298334620742	3.3603753871419	1.88706964903238	1.9213246735827	0.916290731874155	0.904622927006473	190.08	5.24744503617428	44.1102777777778	28.6369444444444	0
97	RO001	29	6	28	a	nat	cont	RO001.28.a	85	15	23.2	2.8	n	85	8.92	2.516	2.125	11	19	5.1	y	NA	11	14.1	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.64617479738412	0.741937344729377	3.3166247903554	2.94443897916644	1.62924053973028	3.87298334620742	3.14415227867226	1.02961941718116	2.18829594659192	0.922670338838194	0.75377180237638	64.96	4.17377169585342	44.1102777777778	28.6369444444444	0
98	RO001	18	34	12	e	nat	cont	RO001.12.e	85	17	25.4	6.2	n	85	7.6	2.628	2.176	18	20.1	3.4	y	NA	11	16.6	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.8094026953625	1.22377543162212	4.24264068711928	3.00071981506503	1.22377543162212	4.12310562561766	3.23474917402449	1.82454929205105	2.02814824729229	0.966223100622364	0.777488328993696	157.48	5.05929846607554	44.1102777777778	28.6369444444444	0
99	RO001	9	4	28	b	nat	cont	RO001.28.b	85	13	28.8	6.7	n	85	8.47	2.733	1.181	15	17.6	5.1	y	NA	9	12.8	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.54944517092557	1.1314021114911	3.87298334620742	2.86789890204411	1.62924053973028	3.60555127546399	3.3603753871419	1.90210752639692	2.13653050866396	1.00539990694593	0.166361537215225	192.96	5.26248291353882	44.1102777777778	28.6369444444444	0
100	RO002	12	48	15	c	nat	cont	RO002.15.c	86	23	26.3	5.1	n	85	6.72	2.153	1.486	13	13.3	4.4	y	NA	13	14.6	4.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.68102152871429	1.45861502269952	3.60555127546399	2.58776403522771	1.48160454092422	4.79583152331272	3.26956893918372	1.62924053973028	1.90508815453506	0.766862218382226	0.396087946295567	134.13	4.898809478914	43.9024333333333	28.5739166666667	0
101	RO002	25	9	15	h	nat	cont	RO002.15.h	85	1	17.5	2.7	y	85	4.32	1.213	0.243	10	18.5	3.1	n	NA	9	10.6	4.5		69	NA	NA	NA	NA	NA	NA	69	1	29		NA			3	2.36085400111802	1.50407739677627	3.16227766016838	2.91777073208428	1.1314021114911	1	2.86220088092947	0.993251773010283	1.46325540225602	0.193096629961913	-1.41469383564159	47.25	3.85545265393975	43.9024333333333	28.5739166666667	1
102	RO002	24	19	22	d	nat	cont	RO002.22.d	85	26	25.5	6.3	n	85	7.04	2.611	2.143	14	24.1	3.5	n	NA	6	9.2	1.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.21920348405499	0.53062825106217	3.74165738677394	3.18221184049661	1.25276296849537	5.09901951359278	3.23867845216438	1.84054963339749	1.95160817016995	0.959733289716992	0.76220671649144	160.65	5.07922808556187	43.9024333333333	28.5739166666667	0
103	RO002	29	37	13	g	nat	cont	RO002.13.g	85	21	21.5	5.1	y	85	7.29	3.617	3.21	15	21.4	5	y	NA	10	12	2.3		85	NA	NA	NA	NA	NA	NA	85	NA	6.5		NA			3.16227766016838	2.484906649788	0.832909122935104	3.87298334620742	3.06339092202781	1.6094379124341	4.58257569495584	3.06805293513362	1.62924053973028	1.98650354602057	1.28564495296996	1.16627093714192	109.65	4.6972934748639	43.9024333333333	28.5739166666667	1
104	RO002	34	46	15	i	nat	cont	RO002.15.i	84	16	31.4	5.1	n	84	7.45	1.346	0.475	16	15	4.1	y	NA	11	13.5	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.60268968544438	1.50407739677627	4	2.70805020110221	1.41098697371026	4	3.44680789291421	1.62924053973028	2.00821403239147	0.297137231222536	-0.744440474947496	160.14	5.07604843264449	43.9024333333333	28.5739166666667	0
105	RO002	44	31	18	d	nat	cont	RO002.18.d	84	18	24.3	5.5	n	84	6.44	2.694	2.166	13	20.8	3.8	n	NA	6	10.1	1.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.31253542384721	0.182321556793955	3.60555127546399	3.03495298670727	1.33500106673234	4.24264068711928	3.1904763503465	1.70474809223843	1.86252854011626	0.991027077988172	0.772882148578799	133.65	4.89522444258493	43.9024333333333	28.5739166666667	0
106	RO002	18	26	15	b	nat	cont	RO002.15.b	85	1	13.8	1.5	y	85	7.9	1.288	0.646	15	28.2	4.8	y	NA	12	14.6	3.1		69	NA	NA	NA	NA	NA	NA	69	1	33		NA			3.46410161513775	2.68102152871429	1.1314021114911	3.87298334620742	3.33932197794407	1.56861591791385	1	2.62466859216316	0.405465108108164	2.06686275947298	0.253090627682162	-0.436955775199535	20.7	3.03013370027132	43.9024333333333	28.5739166666667	1
107	RO002	9	6	15	f	nat	cont	RO002.15.f	85	16	26.2	5.4	n	85	8.57	2.991	1.099	18	22.2	5.4	y	NA	9	12.5	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.52572864430826	1.25276296849537	4.24264068711928	3.10009228887823	1.68639895357023	4	3.26575941076705	1.68639895357023	2.14826773260969	1.09560777964781	0.0944006754214843	141.48	4.95215836433728	43.9024333333333	28.5739166666667	0
108	RO002	6	6	13	d	nat	cont	RO002.13.d	86	13	19.5	5.2	n	86	9.32	2.657	1.954	9	14.9	4.7	y	NA	9	10.2	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.32238772029023	0.993251773010283	3	2.70136121295141	1.54756250871601	3.60555127546399	2.9704144655697	1.64865862558738	2.2321626286975	0.977197666777676	0.669878553620591	101.4	4.61907309115708	43.9024333333333	28.5739166666667	0
109	RO002	7	39	12	a	nat	cont	RO002.12.a	86	15	20.1	5.1	n	86	8.28	2.683	1.623	10	21.6	5.6	y	NA	8	12.4	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.51769647261099	1.06471073699243	3.16227766016838	3.07269331469012	1.7227665977411	3.87298334620742	3.00071981506503	1.62924053973028	2.11384296839717	0.986935571443487	0.484276288532454	102.51	4.62996035479531	43.9024333333333	28.5739166666667	0
110	RO002	30	10	12	b	nat	cont	RO002.12.b	86	13	25.1	8.2	n	86	6.43	2.735	1.272	13	22.9	3.7	y	NA	9	12.3	1.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.50959926237837	0.470003629245736	3.60555127546399	3.13113691056019	1.30833281965018	3.60555127546399	3.22286784613774	2.10413415427021	1.86097453824953	1.00613143587394	0.24059046491793	205.82	5.32700200040795	43.9024333333333	28.5739166666667	0
111	RO002	5	43	12	c	nat	cont	RO002.12.c	85	9	27.1	6.4	n	86	8.45	2.586	1.176	12	20.2	3.5	n	NA	9	14.1	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.64617479738412	1.41098697371026	3.46410161513775	3.00568260440716	1.25276296849537	3	3.29953372788566	1.85629799036563	2.13416644136908	0.950112280349666	0.162118849476435	173.44	5.15583171825128	43.9024333333333	28.5739166666667	0
112	RO003	5	29	15	c	nat	cont	RO003.15.c	85	0	NA	NA	y	86	7.34	3.284	0.5	7	18.6	2.5	n	4.2	10	11.5	1.6		18	18	1	38	1	35	NA	69	1	40.5		NA			3.16227766016838	2.4423470353692	0.470003629245736	2.64575131106459	2.92316158071916	0.916290731874155	0	NA	NA	1.99333884262642	1.18906219159018	-0.693147180559945	NA	NA	44.3896666666667	28.5266388888889	1
