Rack	Pos	Barcode	Origin	Exp	Trt	comment	PopID	CrossNum	Indiv	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	HBoltHt2	HBoltHt3	HBoltHt4	HBoltHt5	HBoltHt6	HBoltHt7	FlrHeadCount	HarvNotes	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	LfCount1	LfLgth1	LfWdth1	comments	Note	BoltDate	FlwrDate	FlwrCol	FlwrNote	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	MsrHarvest	MassNotes	MsrHarvest3	Wilt	TotWilt	Yellow	Death	Float	BoltMsrDate	BoltCount1	MaxBoltHt1	OtherBoltHt1	BoltMsr	BoltCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BoltCount3	MaxBoltHt3	OtherBoltHt3
129	14	16	US003-7-11	inv	ass map	control		US003	7	11	48	33.7	7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	4.787	2010-10-19	15	22	5.2	13	22.2	5.4							0.101	18.085	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	14	18	CA001-4-6	inv	ass map	control		CA001	4	6	25	21.1	3	y	1	33.5	33.5	NA	NA	NA	NA	NA	NA	10		1.2	4.771	2010-10-19	24	18.6	3.4	17	14.8	3.9			9/30/2010				0.082	NA	10/14/2010	84	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	14	20	CA001-8-18	inv	ass map	control		CA001	8	18	26	25.3	3.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.211	2010-10-19	18	17.2	4	11	17.3	4.3							0.125	NA	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	14	21	US002-6-5	inv	ass map	control		US002	6	5	15	23.2	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	1.517	2010-10-19	13	10.8	3	7	4.5	1.2	WTF						0.101	22.939	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	14	23	CA001-9-23	inv	ass map	control		CA001	9	23	17	23.5	5.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.47	2010-10-19	13	21.8	4.8	15	16.7	4.1							0.242	37.454	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
134	14	25	CA001-5-14	inv	ass map	control		CA001	5	14	35	29.2	4.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.3	4.38	2010-10-19	23	24	2.9	20	12.8	3.2							0.138	23.572	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	14	27	SERG-2-1	SK	ass map	control		SERG	2	1	10	33.1	9.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	2.768	2010-10-19	13	22.4	4.2	13	22.7	4.8							0.185	28.22	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
136	14	29	BG001-18-7	nat	ass map	control		BG001	18	7	22	20.7	4.9	y	1	9	9	NA	NA	NA	NA	NA	NA	NA		1	3.234	2010-10-19	21	18.5	3.7	17	9.6	4.1			10/19/2010				0.119	NA	10/14/2010	84	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
137	14	30	US003-5-7	inv	ass map	control		US003	5	7	11	23.5	5.3	y	1	44.5	44.5	NA	NA	NA	NA	NA	NA	3		1	6.389	2010-10-19	18	20.5	4.8	18	21.1	5			9/30/2010				0.101	22.794	10/14/2010	84	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	14	31	CA001-5-8	inv	ass map	control		CA001	5	8	43	24.8	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.562	2010-10-19	16	20.7	3.8	12	15.8	5							0.136	26.32	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	14	32	BG3-3-1	SK	ass map	control		BG3	3	1	12	25.4	6.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.264	2010-10-19	9	21.9	6.6	9	10.4	3.6							0.16	33.269	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	14	34	BG001-8-4	nat	ass map	control		BG001	8	4	1	21.9	4.5	y	1	40	40	NA	NA	NA	NA	NA	NA	53		0.7	2.937	2010-10-19	15	18	4.6	14	18.4	4.8			9/16/2010				0.193	9.545	10/14/2010	84	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	14	35	US003-18-1	inv	ass map	control		US003	18	1	20	26.3	7.1	n	NA	0	NA	NA	NA	NA	NA	NA	NA	NA		1	3.524	2010-10-19	12	20.4	6.5	15	20.3	5.9							0.164	25.439	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	14	36	US003-9-10	inv	ass map	control		US003	9	10	18	29.6	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.158	2010-10-19	13	27.9	4.2	13	28.9	5							0.179	29.127	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	14	38	US003-14-10	inv	ass map	control		US003	14	10	21	28.1	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	5.02	2010-10-19	16	22.3	7.9	13	20.2	5.2							0.162	28.75	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	14	40	CA001-9-16	inv	ass map	control		CA001	9	16	8	23.3	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.689	2010-10-19	8	17.9	5	8	18.9	4.6							0.202	45.455	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
145	14	41	US003-5-1	inv	ass map	control		US003	5	1	8	13.2	3.7	y	1	27.5	27.5	NA	NA	NA	NA	NA	NA	41	FLR WHITE	0.8	4.864	2010-10-19	12	22.2	4.5	17	22.7	5.1			9/10/2010	10/19/2010	white		0.068	13.644	10/14/2010	84	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	14	43	SERG-1-3	SK	ass map	control		SERG	1	3	6	15.5	3.6	y	1	23.5	23.5	NA	NA	NA	NA	NA	NA	47		0.7	2.593	2010-10-19	18	12	3	16	9.5	2.5			9/16/2010				NA	NA	10/14/2010	84	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147	14	45	CA001-3-8	inv	ass map	control		CA001	3	8	14	22.7	8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.954	2010-10-19	11	18.3	4.6	11	19	4.1							NA	NA	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	14	47	BG001-10-1	nat	array	dna	BLT FORTN P FIVE	BG001	10	1	0	0	0	y	1	18.1	18.1	NA	NA	NA	NA	NA	NA	195	FLR PRPL	0.75	2.883	2010-10-19	11	14.4	4	13	15.6	3.1	BOLTED TWOPSIX		8/9/2010	9/10/2010	purple		NA	NA	NA	NA	NA	10/19/2010	NA	84						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	14	49	CA001-17-6	inv	ass map	control		CA001	17	6	17	27.6	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.75	3.224	2010-10-19	11	18.2	3.7	9	14.2	3.5							0.126	NA	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	14	50	US001-6-4	inv	ass map	control		US001	6	4	15	18	3.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.541	2010-10-19	15	18	4.3	17	18.6	3.8							0.126	16.705	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	15	1	US001-3-1	inv	ass map	control		US001	3	1	55	20.5	4.3	y	1	29	29	NA	NA	NA	NA	NA	NA	2		0.6	3.241	2010-10-21	13	22.5	4	14	22.2	4.5			10/8/2010				0.094	NA	10/18/2010	86	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	15	3	CA001-3-17	inv	ass map	control		CA001	3	17	17	18.6	4.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.779	2010-10-21	11	19.1	5.7	10	17.9	5							0.129	21.445	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
153	15	5	SERG-3-1	SK	ass map	control		SERG	3	1	16	19.5	4.3	y	1	24.5	24.5	NA	NA	NA	NA	NA	NA	6		0.6	2.224	2010-10-21	20	13.5	2.3	12	13.6	2.2			10/8/2010				NA	NA	NA	86	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
154	15	7	CA001-8-21	inv	ass map	control		CA001	8	21	23	23.5	4.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.6	4.868	2010-10-21	13	22.1	4.5	9	18.6	3.8							0.173	28.589	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	15	8	BG3-2-2	SK	ass map	control		BG3	2	2	10	27.4	6.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.268	2010-10-21	9	19.7	5.8	7	20.2	6.1							0.377	53.937	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	15	9	CA001-7-2	inv	ass map	control		CA001	7	2	50	26.1	3.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	4.895	2010-10-21	27	20.1	5.2	18	20.5	5.1							0.106	24.28	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157	15	10	CA001-11-9	inv	ass map	control		CA001	11	9	34	18.6	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.785	2010-10-21	13	15.8	3.8	12	16.5	3.6							0.099	17.137	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	15	11	US002-5-8	inv	ass map	control		US002	5	8	23	17.2	3.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	4.072	2010-10-21	21	15.5	3.4	20	15.4	4.7							0.134	21.695	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	15	12	US002-3-26	inv	ass map	control		US002	3	26	11	27.8	6.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.356	2010-10-21	15	22.8	6.1	13	20.9	5							0.173	27.194	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	15	14	CA001-5-23	inv	ass map	control		CA001	5	23	32	26.5	3.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	4.73	2010-10-21	12	26.2	4.6	13	15.8	3.7							0.147	22.607	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
161	15	15	US002-3-1	inv	ass map	control		US002	3	1	17	28.8	6.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.937	2010-10-21	13	27.3	7.5	12	17.3	4.1							0.195	30.645	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	15	16	SERG-2-6	SK	ass map	control		SERG	2	6	0	0	0	y	1	36.2	36.2	NA	NA	NA	NA	NA	NA	41		0.4	2.802	2010-10-21	28	18.1	4.5	17	15.4	3.7			9/30/2010				NA	NA	10/18/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	15	18	US003-5-5	inv	ass map	control		US003	5	5	20	26.2	4.1	y	1	5.5	5.5	NA	NA	NA	NA	NA	NA	NA		1	5.27	2010-10-21	20	23.6	5.2	17	24.2	5.2			10/21/2010				0.149	27.741	10/18/2010	86	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	15	20	TR001-9-8	nat	ass map	control		TR001	9	8	17	29.5	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	2.776	2010-10-21	14	20.4	4.3	12	20.6	4							0.182	24.048	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	15	21	CA001-9-6	inv	ass map	control		CA001	9	6	15	26.4	5.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.583	2010-10-21	NA	NA	NA	11	15.1	3.5							0.182	30.944	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	15	23	CA001-2-4	inv	ass map	control		CA001	2	4	20	23.6	5.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.594	2010-10-21	17	20.7	4.5	16	20.3	5.8							0.167	NA	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	15	25	US003-9-8	inv	ass map	control		US003	9	8	0	0	0	y	1	33.5	33.5	NA	NA	NA	NA	NA	NA	53	FLR WHITE	0.7	5.668	2010-10-21	NA	NA	NA	18	14.5	3.4			9/30/2010	10/21/2010	white		NA	NA	10/18/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	15	27	US003-11-15	inv	ass map	control		US003	11	15	19	27.1	5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.045	2010-10-21	NA	NA	NA	15	24.1	3.9							0.168	30.437	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	15	29	US001-6-1	inv	ass map	control		US001	6	1	14	31	6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.654	2010-10-21	NA	NA	NA	18	14.8	3.9							0.193	33.883	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	15	30	US003-3-1	inv	ass map	control		US003	3	1	12	23.5	3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.932	2010-10-21	NA	NA	NA	10	14.2	3.9							0.155	28.118	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	15	31	CA001-3-2	inv	ass map	control		CA001	3	2	22	21.5	2.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.04	2010-10-21	14	14.6	4.9	14	14.8	5							0.106	20.287	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	15	32	CA001-9-4	inv	ass map	control		CA001	9	4	11	26.6	4.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.125	2010-10-21	8	28.5	5.1	7	14.5	4.5							0.201	28.912	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
173	15	34	US001-7-3	inv	ass map	control		US001	7	3	19	25	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.414	2010-10-21	17	26.1	7.3	14	17.9	5.1							0.185	29.956	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	15	35	CA001-16-3	inv	ass map	control		CA001	16	3	13	23.5	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.6	2.864	2010-10-21	15	24.6	5.2	11	15.2	3.9							0.175	26.247	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	15	36	US003-11-12	inv	ass map	control		US003	11	12	26	25.5	3.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.582	2010-10-21	12	23.7	4.6	10	20.7	4							0.165	26.519	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	15	38	CA001-9-22	inv	ass map	control		CA001	9	22	18	22.5	5.3	y	1	10.3	10.3	NA	NA	NA	NA	NA	NA	NA		0.6	3.13	2010-10-21	12	18.6	4.9	12	19.6	4.2			10/21/2010				0.074	13.409	10/18/2010	86	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	15	40	CA001-16-6	inv	ass map	control		CA001	16	6	11	19.6	4.2	y	1	35	35	NA	NA	NA	NA	NA	NA	35		0.9	6.161	2010-10-21	12	15.8	3.6	14	15.8	3.9			9/30/2010				0.167	34.438	10/18/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	15	41	US003-9-3	inv	ass map	control		US003	9	3	12	23.3	3.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.432	2010-10-21	13	20.4	6.7	12	24.4	4.6							0.131	172	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	15	43	CA001-11-11	inv	ass map	control		CA001	11	11	31	22	3.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.811	2010-10-21	15	17.5	4.8	16	16.4	3.5							0.128	23.001	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	15	45	CA001-11-6	inv	ass map	control		CA001	11	6	18	24.4	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.668	2010-10-21	14	16.4	3.2	12	13.2	3.8							0.253	NA	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	15	48	BG001-6-5	nat	array	dna		BG001	6	5	0	0	0	y	1	27.3	27.3	NA	NA	NA	NA	NA	NA	66		0.6	3.899	2010-10-21	19	16.4	2.6	15	16.5	2.3			9/16/2010				NA	NA	10/18/2010	NA	NA	10/21/2010	NA	86						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	15	49	BG001-18-3	nat	ass map	control		BG001	18	3	0	NA	0	y	3	24.1	24.1	8.5	0.7	NA	NA	NA	NA	27		0.7	1.6	2010-10-21	15	10.9	3.1	16	10.5	2.9			9/16/2010				NA	NA	10/18/2010	86	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	15	50	CA001-8-20	inv	ass map	control		CA001	8	20	49	24	3.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.905	2010-10-21	19	19	5.2	14	19.1	4.9							0.097	16.099	10/18/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	16	1	BG001-9-10	nat	ass map	control	BT 12.6	BG001	9	10	0	0	0	y	1	20.3	20.3	NA	NA	NA	NA	NA	NA	95	FLR PURPLE	0.6	3.474	2010-10-15	6	13.1	4	16	15.1	4.3	BOLTED ONEPFIVE		9/3/2010	9/10/2010	pale purple		NA	NA	NA	80	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
185	16	3	CA001-20-10	inv	ass map	control		CA001	20	10	17	25.2	5	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		1	3.647	2010-10-15	10	19.5	5	14	13.7	3.3							0.14	24.217	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	16	5	CA001-13-2	inv	ass map	control		CA001	13	2	17	25.6	3.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		0.9	2.338	2010-10-15	9	17.4	3.8	8	15.1	3							0.103	18.148	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	16	7	CA001-15-6	inv	ass map	control		CA001	15	6	17	25.7	5.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		1	2.866	2010-10-15	12	24	5.5	11	15.4	4.7							0.141	23.794	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	16	8	US003-7-8	inv	ass map	control		US003	7	8	20	30.6	6.1	y	1	10.6	10.6	NA	NA	NA	NA	NA	NA	0		0.7	3.328	2010-10-15	10	21	5.3	13	21.5	6			10/8/2010				0.167	33.715	10/13/2010	80	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	16	9	CA001-12-10	inv	ass map	control		CA001	12	10	15	26	5	y	1	5.6	5.6	NA	NA	NA	NA	NA	NA	0		1.1	3.205	2010-10-15	10	24.2	4.6	11	17.8	4.3			10/15/2010				0.185	23.208	10/13/2010	80	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	16	10	CA001-3-6	inv	ass map	control		CA001	3	6	27	24.8	4	y	1	3.6	3.6	NA	NA	NA	NA	NA	NA	0		1.5	3.536	2010-10-15	12	19.8	4.5	15	20	4.4			10/15/2010				0.132	22.949	10/13/2010	80	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	16	11	US003-16-7	inv	ass map	control		US003	16	7	13	25.1	6.5	y	1	35.4	35.4	NA	NA	NA	NA	NA	NA	0		1	3.817	2010-10-15	16	21.7	4.6	16	22.4	5.4			10/8/2010				0.114	19.396	10/13/2010	80	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	16	12	US003-13-6	inv	ass map	control		US003	13	6	18	21.3	7.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		0.9	2.566	2010-10-15	15	18.6	5.7	12	18.8	6.8							0.131	27.577	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	16	14	CA001-4-4	inv	ass map	control		CA001	4	4	16	27.6	4.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		1.1	3.307	2010-10-15	9	29.9	6.5	12	18.8	4.3							0.123	19.453	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	16	15	US002-5-1	inv	ass map	control		US002	5	1	19	23.5	4	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		1	4.018	2010-10-15	20	17.8	4.2	18	18.1	4.6							0.198	35.674	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	16	16	US002-3-19	inv	ass map	control		US002	3	19	15	26.4	5.2	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		0.9	3.132	2010-10-15	14	21.1	4.8	12	21.2	3.9							0.184	30.142	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	16	18	BG001-17-4	nat	ass map	control		BG001	17	4	30	24.9	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	0		1.2	4.047	2010-10-15	20	19.3	3.6	18	10.6	2.5							0.169	22.737	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	16	20	US003-3-14	inv	ass map	control		US003	3	14	14	25.5	7	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		0.8	2.432	2010-10-15	14	17.4	4.7	11	20.5	5							0.107	18.738	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	16	21	CA001-10-7	inv	ass map	control		CA001	10	7	19	26.4	6.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	0		1	3.408	2010-10-15	10	20.9	4.5	14	15.6	3							0.148	24.594	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	16	23	US001-1-1	inv	ass map	control		US001	1	1	9	19.6	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.602	2010-10-15	19	22.5	6	18	14.8	4							0.193	32.105	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	16	25	US003-3-11	inv	ass map	control		US003	3	11	25	26.6	4.5	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		0.8	3.895	2010-10-15	16	25.3	7	17	15.7	2.9							0.149	23.529	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
