Rack	Pos	Barcode	Origin	Exp	Trt	comment	PopID	CrossNum	Indiv	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	HBoltHt2	HBoltHt3	HBoltHt4	HBoltHt5	HBoltHt6	HBoltHt7	FlrHeadCount	HarvNotes	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	LfCount1	LfLgth1	LfWdth1	comments	Note	BoltDate	FlwrDate	FlwrCol	FlwrNote	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	MsrHarvest	MassNotes	MsrHarvest3	Wilt	TotWilt	Yellow	Death	Float	BoltMsrDate	BoltCount1	MaxBoltHt1	OtherBoltHt1	BoltMsr	BoltCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BoltCount3	MaxBoltHt3	OtherBoltHt3
57	12	7	CA001-15-1	inv	ass map	control		CA001	15	1	15	22.5	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.563	2010-10-19	11	19.5	6	12	13.4	3.5							0.117	22.586	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	12	8	US003-11-7	inv	ass map	control		US003	11	7	17	29.3	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.628	2010-10-19	17	23	3.5	17	23.9	4.9							0.111	22.251	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	12	9	CA001-16-7	inv	ass map	control		CA001	16	7	17	21.1	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.891	2010-10-19	15	16.4	4.5	14	14.6	4.3							0.261	16.036	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	12	10	US003-3-4	inv	ass map	control		US003	3	4	12	23.5	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.682	2010-10-19	13	15.3	3.3	13	15.2	3.8							0.192	37.328	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	12	11	CA001-4-5	inv	ass map	control		CA001	4	5	32	19.2	4.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	3.066	2010-10-19	23	16.8	3.6	21	13.5	3.5							0.147	30.637	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	12	12	CA001-8-16	inv	ass map	control		CA001	8	16	35	20.1	5.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.05	4.812	2010-10-19	19	21.1	4.8	15	18.2	4.5							0.14	22.91	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	12	14	CA001-4-12	inv	ass map	control		CA001	4	12	68	21.4	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	5.197	2010-10-19	41	18.8	4.4	35	12	2.8							0.111	18.49	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	12	15	CA001-20-12	inv	ass map	control		CA001	20	12	34	0	0	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		0.7	NA	2010-10-19	17	0	0	13	14	3.5							NA	21.315	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
65	12	16	CA001-9-18	inv	ass map	control		CA001	9	18	16	28.7	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.254	2010-10-19	8	25.4	6.1	10	23	5.7							0.232	38.756	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	12	18	US002-3-27	inv	ass map	control		US002	3	27	21	28.6	6.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.425	2010-10-19	11	26.7	6.9	14	19.3	4.1							0.16	30.541	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
67	12	20	US002-5-10	inv	ass map	control		US002	5	10	18	23.2	6.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.2	3.851	2010-10-19	17	25.4	4.6	17	15.8	4.2							0.153	25.895	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	12	21	BG001-2-1	nat	ass map	control		BG001	2	1	7	19.6	4.7	y	1	19.5	19.5	NA	NA	NA	NA	NA	NA	41		0.8	2.898	2010-10-19	15	12.7	3.9	21	11.7	4.2			9/16/2010				0.063	13.645	9/28/2010	84	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	12	25	CA001-9-21	inv	array	dna		CA001	9	21	17	29.8	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.175	2010-10-19	12	29.9	7.8	11	22.5	4.7							0.259	42.303	9/28/2010	NA	NA	10/19/2010	NA	84						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	12	27	US003-8-4	inv	ass map	control		US003	8	4	39	23.3	6.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.664	2010-10-19	18	26.1	8.4	27	16.5	4.8							0.126	22.365	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	12	29	CA001-8-1	inv	ass map	control		CA001	8	1	27	25.2	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	5.836	2010-10-19	17	23.9	4.3	16	19.8	5.5							0.215	43.937	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	12	30	CA001-12-8	inv	ass map	control		CA001	12	8	19	23.7	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.68	2010-10-19	14	24.4	3.8	14	14.1	3.2							0.161	24.992	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	12	31	CA001-4-11	inv	ass map	control		CA001	4	11	34	17	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.667	2010-10-19	22	17	3.5	20	16.6	2.5							0.099	14.369	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	12	32	CA001-15-5	inv	ass map	control		CA001	15	5	21	22.4	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.152	2010-10-19	13	18.4	3.9	15	12.9	2.6							0.173	19.681	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	12	34	CA001-16-2	inv	ass map	control		CA001	16	2	26	24.8	5.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.443	2010-10-19	19	14	2.8	10	12.6	4.2							0.229	39.542	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	12	35	US003-11-8	inv	ass map	control		US003	11	8	13	20.7	7	y	1	30	30	NA	NA	NA	NA	NA	NA	27		0.85	6.166	2010-10-19	17	20.9	6.4	18	18.5	4.8			9/27/2010				0.083	17.849	9/28/2010	84	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	12	36	US002-3-14	inv	ass map	control		US002	3	14	25	30.6	6.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.77	2010-10-19	21	30.1	5.7	16	15.4	3.4							0.138	29.881	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	12	38	GR002-9-6	nat	ass map	control		GR002	9	6	16	23.7	4.4	y	1	31.5	31.5	NA	NA	NA	NA	NA	NA	4		0.8	4.478	2010-10-19	15	20	4.7	15	16.3	2.7			9/27/2010				0.165	28.626	9/28/2010	84	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	12	40	CA001-4-9	inv	ass map	control		CA001	4	9	23	24.5	4.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.892	2010-10-19	15	22.4	4.6	12	19.4	4.9							0.109	19.111	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	12	43	CA001-3-7	inv	ass map	control		CA001	3	7	18	21.1	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.634	2010-10-19	12	18.1	4.4	13	18.6	3.7							0.147	24.783	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	12	45	US003-16-5	inv	ass map	control		US003	16	5	8	17.2	3.6	y	1	21	21	NA	NA	NA	NA	NA	NA	15		0.85	3.936	2010-10-19	17	19	4.9	16	20.1	4.4			9/27/2010				0.066	13.73	9/28/2010	84	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	12	47	US002-3-9	inv	ass map	control		US002	3	9	11	28.4	3.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.876	2010-10-19	13	21.7	5.2	13	21.3	4.8							0.104	19.84	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	12	49	US003-9-5	inv	ass map	control		US003	9	5	21	24.5	6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.342	2010-10-19	12	23.4	3.6	12	23.9	5.2							0.178	28.747	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	12	50	CA001-3-18	inv	ass map	control		CA001	3	18	18	16.1	4.2	n	NA	0	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.375	2010-10-19	10	22.3	4.5	10	14.2	3.9							0.177	NA	9/28/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	13	1	US003-9-6	inv	ass map	control		US003	9	6	5	17.1	3	y	1	25.6	25.6	NA	NA	NA	NA	NA	NA	52		1	4.013	2010-10-21	11	20.7	5.8	13	21.2	3.6			9/30/2010				NA	NA	10/15/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	13	3	CA001-10-1	inv	ass map	control		CA001	10	1	8	24.1	4.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.3	1.367	2010-10-21	7	18.3	4.7	6	17.7	2.9							0.095	30.866	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	13	5	BG001-5-4	nat	ass map	control		BG001	5	4	8	25.5	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.4	1.232	2010-10-21	13	11.9	3.2	11	9.6	3							0.078	24.535	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	13	7	CA001-9-1	inv	ass map	control		CA001	9	1	15	20.5	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.59	2010-10-21	12	20.4	5.4	12	14.9	4.6							0.152	27.065	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	13	8	BG001-6-1	nat	ass map	control		BG001	6	1	3	19.5	1	y	1	30.1	30.1	NA	NA	NA	NA	NA	NA	15		0.7	2.338	2010-10-21	19	15.2	2.2	14	13.2	3.7			9/30/2010				0.041	7.298	10/15/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	13	9	CA001-12-12	inv	ass map	control		CA001	12	12	5	24	3.1	y	1	33.1	33.1	NA	NA	NA	NA	NA	NA	11		0.9	2.685	2010-10-21	19	22	4.2	12	19	3.2			10/8/2010				0.083	17.152	10/15/2010	86	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	13	10	CA001-17-9	inv	ass map	control		CA001	17	9	8	21.4	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	1.562	2010-10-21	11	18.1	4.2	8	16.5	4.9							0.152	26.122	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	13	11	US003-16-12	inv	ass map	control		US003	16	12	18	23.5	3.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.293	2010-10-21	16	19.7	5.6	15	20.4	4.3							0.176	36.634	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93	13	12	CA001-20-11	inv	ass map	control		CA001	20	11	23	25.8	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.489	2010-10-21	18	21.2	5.1	15	13.3	3.8							0.113	23.311	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	13	14	CA001-4-7	inv	ass map	control		CA001	4	7	18	24	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.024	2010-10-21	12	23.6	6.7	10	18.3	4.7							0.17	39.144	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	13	15	US002-3-28	inv	ass map	control		US002	3	28	10	28.5	5.1	y	1	18.3	18.3	NA	NA	NA	NA	NA	NA	NA		0.9	3.078	2010-10-21	14	20.8	6.7	14	20.5	5.4			10/21/2010				0.14	33.248	10/15/2010	86	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	13	16	BG001-9-8	nat	ass map	control		BG001	9	8	3	20.5	2.5	y	1	41.6	41.6	NA	NA	NA	NA	NA	NA	49		0.5	3.536	2010-10-21	17	19.4	3.8	16	12.6	4.4			9/30/2010				NA	NA	10/15/2010	86	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97	13	18	US002-3-4	inv	ass map	control		US002	3	4	20	28	5.5	y	1	1.5	1.5	NA	NA	NA	NA	NA	NA	NA		1.1	5.391	2010-10-21	20	27.3	8.2	19	13.6	3.7			10/21/2010				0.21	35.56	10/15/2010	86	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	13	20	CA001-3-12	inv	ass map	control		CA001	3	12	14	23.5	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.72	2010-10-21	19	28.7	4.2	14	14.7	4.4							0.186	NA	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	13	21	US003-4-4	inv	ass map	control		US003	4	4	24	25.5	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.37	2010-10-21	16	19.6	4.7	15	18.5	3.8							0.231	42.848	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	13	23	US003-14-5	inv	ass map	control		US003	14	5	34	27.5	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.096	2010-10-21	27	22	63	23	18.1	4.9							0.125	33.9	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	13	25	CA001-12-9	inv	ass map	control		CA001	12	9	15	27	4.3	y	1	42.7	42.7	NA	NA	NA	NA	NA	NA	2		0.7	4.081	2010-10-21	17	25.4	4.4	12	16.7	2.9			10/8/2010				0.176	27.578	10/15/2010	86	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	13	27	US002-5-6	inv	ass map	control		US002	5	6	24	26	6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	5.115	2010-10-21	25	20.8	5	19	14.3	3.6							0.213	57.417	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	13	29	US003-3-15	inv	ass map	control		US003	3	15	16	24.1	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.988	2010-10-21	15	21.7	5.5	15	19.8	5.8							0.14	27.812	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	13	30	CA001-1-1	inv	ass map	control		CA001	1	1	10	29.1	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	3.105	2010-10-21	14	24.8	4.4	13	19.6	3.6							0.132	NA	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	13	31	US003-12-5	inv	ass map	control		US003	12	5	39	18.7	6.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.152	2010-10-21	16	19.1	5.5	18	18.9	6							0.094	21.102	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	13	32	US003-7-5	inv	ass map	control		US003	7	5	13	26.9	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.691	2010-10-21	14	24.3	8.3	11	19.8	4.2							0.1554	29.885	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	13	34	CA001-4-10	inv	ass map	control		CA001	4	10	20	30.1	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.849	2010-10-21	14	23.4	4.3	12	18.2	3.8							0.112	21.509	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	13	35	US003-7-13	inv	ass map	control		US003	7	13	12	29.6	7.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	2.53	2010-10-21	9	27.4	7.8	12	25.3	6.2							0.174	42.923	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	13	36	CA001-8-14	inv	ass map	control		CA001	8	14	17	26.2	6.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.869	2010-10-21	15	15.2	4.2	14	17.7	4.6							0.116	24.891	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	13	38	BG3-2-1	SK	ass map	control		BG3	2	1	7	25.7	7.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.774	2010-10-21	11	19.2	6.5	9	14.2	4.3							0.384	60.717	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	13	40	BG001-16-1	nat	ass map	control		BG001	16	1	14	22.3	2.8	y	1	5	5	NA	NA	NA	NA	NA	NA	NA		1	3.229	2010-10-21	33	16.3	3	17	11.6	2.7			10/8/2010				0.127	24.108	10/15/2010	86	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	13	41	CA001-9-14	inv	ass map	control		CA001	9	14	21	28	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.207	2010-10-21	13	18.7	5	13	17	4.2							0.148	27.714	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	13	43	CA001-19-3	inv	ass map	control		CA001	19	3	12	25.4	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.017	2010-10-21	9	19.7	6.6	9	16	3.7							0.219	47.864	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	13	45	CA001-2-3	inv	ass map	control		CA001	2	3	14	29.1	5.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	5.172	2010-10-21	14	19.2	5.4	24	23	6.3							0.132	NA	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	13	47	US003-11-6	inv	ass map	control		US003	11	6	12	34	5.4	y	1	9.5	9.5	NA	NA	NA	NA	NA	NA	NA		0.7	3.097	2010-10-21	13	21.3	5.7	12	21.9	5.6			10/21/2010				0.178	37.354	10/15/2010	86	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	13	48	CA001-10-4	inv	array	dna		CA001	10	4	21	28.1	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	4.472	2010-10-21	16	22	4.7	9	15	3.6							0.158	NA	10/15/2010	NA	NA	10/21/2010	NA	86						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	13	49	CA001-8-4	inv	ass map	control		CA001	8	4	17	21.6	3.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	2.228	2010-10-21	11	18.5	5.1	16	19.1	4.8							0.095	22.555	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	13	50	US002-3-15	inv	ass map	control		US002	3	15	9	21.4	3.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.95	2.624	2010-10-21	16	18.8	1.5	11	16	4.1							0.139	23.098	10/15/2010	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	14	1	US003-6-1	inv	ass map	control		US003	6	1	13	13	3.8	y	1	20.4	20.4	NA	NA	NA	NA	NA	NA	38		1.5	4.443	2010-10-19	20	18.8	2.6	29	19.6	4.1			9/10/2010				0.035	7.928	10/14/2010	84	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	14	3	CA001-7-1	inv	ass map	control		CA001	7	1	24	24.5	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.117	2010-10-19	10	18.6	5.5	12	21.5	5.1							0.164	29.144	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	14	5	SERG-3-8	SK	ass map	control	BLT ELEVN P FIVE	SERG	3	8	2	10.5	2.5	y	1	14.5	14.5	NA	NA	NA	NA	NA	NA	32	FLR PRPL	0.6	1.801	2010-10-19	15	13.1	3.7	20	13.8	3.7			8/9/2010	9/3/2010	purple		NA	NA	NA	84	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
122	14	7	SERG-1-4	SK	ass map	control	BLT TWNTY FIVE	SERG	1	4	25	10.5	3.5	y	1	29.2	29.2	NA	NA	NA	NA	NA	NA	31		0.9	3.386	2010-10-19	7	12.7	4	16	11.7	4.2	BOLTED THREE		8/7/2010	9/10/2010	purple		NA	NA	NA	84	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	14	8	CA001-3-9	inv	ass map	control		CA001	3	9	15	24.6	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	2.189	2010-10-19	9	15.6	3.7	12	17	3.6							0.097	22.294	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	14	9	US002-3-10	inv	ass map	control		US002	3	10	11	25.1	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.249	2010-10-19	11	21.7	5.6	14	20.7	5.3							0.14	19.403	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125	14	11	US003-10-1	inv	ass map	control		US003	10	1	21	22.3	5.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.2	3.594	2010-10-19	9	23	4	16	23.8	7.4							0.145	24.143	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	14	12	US003-14-2	inv	ass map	control		US003	14	2	15	29.5	6.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.472	2010-10-19	9	21.1	3.9	12	23.3	4							0.19	26.432	10/14/2010	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
127	14	14	CA001-19-2	inv	array	dna		CA001	19	2	18	20.1	4.5	y	1	10	10	NA	NA	NA	NA	NA	NA	NA		1	2.562	2010-10-19	6	22.9	7	9	21.8	4.1			10/19/2010				0.163	30.604	10/14/2010	NA	NA	10/19/2010	NA	84						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128	14	15	CA001-10-2	inv	ass map	control		CA001	10	2	21	24.1	4.5	y	1	23.1	23.1	NA	NA	NA	NA	NA	NA	NA		1	3.968	2010-10-19	11	16.6	5.9	11	18.6	4.3			10/19/2010				0.134	17.837	10/14/2010	84	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
