PopID	CrossNum	Rack	Pos	Barcode	Origin	Exp	Trt	Indiv	LfCount1	LfLgth1	LfWdth1	comments	Yellow	Death	DeathDay	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	FlrHeadCount	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	BoltDate	SLAmass.g	SLAarea	SLAdate	BoltDay	MsrHarvest3	comment	FlwrDate	FlwrCol	HBoltHt2	HarvNotes	HarvestDay	HBoltHt3	FlwrNote	sla	Crown.mmA	Mass.gA	Wilt	TotWilt	WiltDay	TotWiltDay	Float	YellowDay	FloatDay	Latitude	Longitude	lxw	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv
59	CA001	3	9	32	CA001-3-5	inv	mat fx	drought	5	13	15.1	4.5		NA	8/2/2010	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	8/1/2010	1	5	NA	NA	NA	49.0149388888889	-122.882097222222	67.95	3O	3	O	2M	2	M
60	CA001	4	9	34	CA001-4-3	inv	mat fx	drought	3	25	17.9	4		NA	8/2/2010	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	8/1/2010	1	5	NA	NA	NA	49.0149388888889	-122.882097222222	71.6	3O	3	O	2N	2	N
61	CA001	4	14	18	CA001-4-6	inv	ass map	control	6	17	14.8	3.9		NA	NA	NA	25	21.1	3	y	1	33.5	33.5	10	1.2	4.771	2010-10-19	24	18.6	3.4	9/30/2010	0.082	NA	10/14/2010	65	NA				NA		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	57.72	3O	3	O	2N	2	N
62	CA001	5	11	40	CA001-5-17	inv	mat fx	nut def	17	15	16.5	4.8	NA	8/1/2010	NA	NA	16	17.1	4.2	n	NA	NA	NA	NA	0.6	2.008	2010-10-13	13	16.4	4.1		0.141	17.187	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	79.2	3O	3	O	3N	3	N
63	CA001	5	10	7	CA001-5-1	inv	mat fx	flood	1	15	19.1	5		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	NA	49.0149388888889	-122.882097222222	95.5	3O	3	O	3N	3	N
64	CA001	5	22	9	CA001-5-18	inv	ass map	control	18	11	17.6	5.5		NA	NA	NA	12	25.9	4.7	n	NA	NA	NA	NA	0.8	3.973	2010-10-21	12	20.6	5.3		0.218	34.583	10/15/2010	NA	NA				NA		86	NA	NA	158.637614678899	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	96.8	3O	3	O	3N	3	N
65	CA001	5	5	43	CA001-5-16	inv	mat fx	allo	16	11	19.5	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1.45	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	91.65	3O	3	O	3N	3	N
66	CA001	6	8	38	CA001-6-2	inv	mat fx	cut	2	13	18.5	5.8	NA	NA	NA	NA	62	0	0	n	NA	NA	NA	NA	1	NA	2010-10-18	15	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	107.3	2M	2	M	7L	7	L
67	CA001	7	11	36	CA001-7-5	inv	mat fx	nut def	5	11	21.5	5.1	NA	8/1/2010	NA	NA	14	18.3	4.7	n	NA	NA	NA	NA	0.55	1.713	2010-10-13	12	21.6	5.6		0.085	10.237	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	109.65	2M	2	M	3N	3	N
68	CA001	7	14	3	CA001-7-1	inv	ass map	control	1	12	21.5	5.1		NA	NA	NA	24	24.5	4.3	n	NA	NA	NA	NA	1	4.117	2010-10-19	10	18.6	5.5		0.164	29.144	10/14/2010	NA	NA				NA		84	NA	NA	177.707317073171	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	109.65	2M	2	M	3N	3	N
69	CA001	8	10	34	CA001-8-11	inv	mat fx	flood	11	16	22.4	4.5		8/1/2010	8/13/2010	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/11/2010	5	15	49.0149388888889	-122.882097222222	100.8	2M	2	M	3O	3	O
70	CA001	8	19	1	CA001-8-23	inv	ass map	control	23	10	18.8	5.3		NA	NA	NA	27	19.9	4.8	n	NA	NA	NA	NA	0.95	3.285	2010-10-21	12	27.2	6.5		0.135	28.41	10/14/2010	NA	NA				NA		86	NA	NA	210.444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	99.64	2M	2	M	3O	3	O
71	CA001	8	7	12	CA001-8-24	inv	mat fx	control	24	13	16.2	3.6	NA	NA	NA	NA	23	20.4	3.4	n	NA	NA	NA	NA	0.9	4.371	2010-10-21	15	18.9	4.6		0.173	NA	10/18/2010	NA	NA				NA		86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	58.32	2M	2	M	3O	3	O
72	CA001	8	9	25	CA001-8-6	inv	mat fx	drought	6	12	18.2	5.2		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	8/1/2010	2	5	NA	NA	NA	49.0149388888889	-122.882097222222	94.64	2M	2	M	3O	3	O
73	CA001	9	7	18	CA001-9-5	inv	mat fx	control	5	12	14.7	3.6	NA	NA	NA	NA	28	22.1	4.4	n	NA	NA	NA	NA	1	4.041	2010-10-21	10	19.4	4		0.112	19.991	10/18/2010	NA	NA				NA		86	NA	NA	178.491071428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	52.92	2M	2	M	4L	4	L
74	CA001	9	6	7	CA001-9-31	inv	mat fx	control	31	11	18.3	4.2	NA	NA	NA	NA	16	21.5	5.2	n	NA	NA	NA	NA	1.1	4.276	2010-10-19	14	18.7	4.8		0.192	24.389	10/19/2010	NA	NA				NA		84	NA	NA	127.026041666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0149388888889	-122.882097222222	76.86	2M	2	M	4L	4	L
75	GR002	1	6	34	GR002-1-2	nat	mat fx	control	2	12	17.8	3.8	NA	NA	NA	NA	8	26.5	6.1	y	NA	NA	NA	NA	1	4.238	2010-10-19	11	20.7	5.1	9/30/2010	0.138	33.106	10/19/2010	65	NA				NA		84	NA	NA	239.898550724638	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	67.64	25L	25	L	17M	17	M
76	GR002	1	7	16	GR002-1-1	nat	mat fx	control	1	14	17.5	3.9	NA	NA	NA	NA	27	24.5	5.1	n	NA	NA	NA	NA	0.9	3.468	2010-10-21	13	17.2	3.5		0.062	12.142	10/18/2010	NA	NA				NA		86	NA	NA	195.838709677419	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	68.25	25L	25	L	17M	17	M
77	GR002	1	5	27	GR002-1-3	nat	mat fx	allo	3	12	19.7	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	0.81	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	66.98	25L	25	L	17M	17	M
78	GR002	10	7	25	GR002-10-4	nat	mat fx	control	4	13	13.5	3.6	NA	NA	NA	NA	24	19.5	6.5	n	NA	NA	NA	NA	1.8	3.069	2010-10-21	NA	NA	NA		0.134	27.169	10/18/2010	NA	NA				NA		86	NA	NA	202.753731343284	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	48.6	23N	23	N	20L	20	L
79	GR002	10	11	45	GR002-10-3	nat	mat fx	nut def	3	14	17	4.2	NA	8/1/2010	NA	NA	22	16.1	4.8	n	NA	NA	NA	NA	0.7	2.131	2010-10-13	14	16.2	4.1		0.094	14.25	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	71.4	23N	23	N	20L	20	L
80	GR002	10	9	16	GR002-10-1	nat	mat fx	drought	1	11	16.9	4.2		NA	8/6/2010	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	8/2/2010	2	6	NA	NA	NA	40.6213888888889	23.0786111111111	70.98	23N	23	N	20L	20	L
81	GR002	10	20	43	GR002-10-2	nat	ass map	control	2	15	13	4.4		NA	NA	NA	15	18.3	4	n	NA	NA	NA	NA	0.9	2.525	2010-10-21	12	15.4	5.4		0.102	18.22	10/15/2010	NA	NA				NA		86	NA	NA	178.627450980392	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	57.2	23N	23	N	20L	20	L
82	GR002	3	8	16	GR002-3-1	nat	mat fx	cut	1	14	18	4.1	NA	NA	NA	NA	31	0	0	n	NA	NA	NA	NA	1.2	NA	2010-10-18	18	0	0		NA	NA	NA	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	73.8	25M	25	M	13K	13	K
83	GR002	3	8	27	GR002-3-3	nat	mat fx	cut	3	12	17	4.6	NA	NA	NA	NA	22	0	0	n	NA	NA	NA	NA	1	NA	2010-10-18	15	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	78.2	25M	25	M	13K	13	K
84	GR002	3	7	47	GR002-3-2	nat	mat fx	control	2	14	15.5	3.7	NA	NA	NA	NA	18	22.4	3.6	n	NA	NA	NA	NA	1	2.67	2010-10-21	7	15.2	2.1		0.156	21.326	10/18/2010	NA	NA				NA		86	NA	NA	136.705128205128	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	57.35	25M	25	M	13K	13	K
85	GR002	4	9	9	GR002-4-1	nat	mat fx	drought	1	14	15	3.2		NA	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/29/2010	1	2	NA	NA	NA	40.6213888888889	23.0786111111111	48	13K	13	K	25L	25	L
86	GR002	5	8	7	GR002-5-1	nat	mat fx	cut	1	16	14.1	2.8	NA	NA	NA	NA	29	0	0	n	NA	NA	NA	NA	1.1	NA	2010-10-18	19	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	39.48	13K	13	K	25M	25	M
87	GR002	6	11	49	GR002-6-2	nat	mat fx	nut def	2	15	15.7	2.8	NA	8/1/2010	NA	NA	16	13.5	3.8	n	NA	NA	NA	NA	0.8	1.565	2010-10-13	11	15.6	3.4		0.054	9.83	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	43.96	13K	13	K	17M	17	M
88	GR002	6	7	43	GR002-6-1	nat	mat fx	control	1	20	15.9	5.2	NA	NA	NA	NA	35	22.6	3.1	n	NA	NA	NA	NA	1	4.044	2010-10-21	18	16	4.6		0.149	22.874	10/18/2010	NA	NA				NA		86	NA	NA	153.51677852349	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	82.68	13K	13	K	17M	17	M
89	GR002	8	10	36	GR002-8-1	nat	mat fx	flood	1	14	16.2	3.1		8/3/2010	8/7/2010	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	7	11	40.6213888888889	23.0786111111111	50.22	25K	25	K	25M	25	M
90	GR002	9	10	29	GR002-9-5	nat	mat fx	flood	5	12	17.9	4.2		8/2/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	NA	40.6213888888889	23.0786111111111	75.18	25K	25	K	13K	13	K
91	GR002	9	5	32	GR002-9-3	nat	mat fx	allo	3	16	15.9	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	0.88	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	54.06	25K	25	K	13K	13	K
92	GR002	9	6	41	GR002-9-4	nat	mat fx	control	4	16	21.3	4.2	NA	NA	NA	NA	15	23.6	4.2	n	NA	NA	NA	NA	0.8	3.371	2010-10-19	13	20.6	4.4		0.151	19.606	10/19/2010	NA	NA				NA		84	NA	NA	129.841059602649	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	89.46	25K	25	K	13K	13	K
93	GR002	9	12	38	GR002-9-6	nat	ass map	control	6	15	16.3	2.7		NA	NA	NA	16	23.7	4.4	y	1	31.5	31.5	4	0.8	4.478	2010-10-19	15	20	4.7	9/27/2010	0.165	28.626	9/28/2010	62	NA				NA		84	NA	NA	173.490909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	44.01	25K	25	K	13K	13	K
94	GR002	9	5	7	GR002-9-1	nat	mat fx	allo	1	14	14.5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0.92	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	43.5	25K	25	K	13K	13	K
95	GR002	9	16	35	GR002-9-7	nat	ass map	control	7	16	13.9	3.1		NA	NA	NA	2	17.9	3.7	y	1	33.5	33.5	55	0.9	4.328	2010-10-15	18	20.3	6	9/16/2010	0.069	14.952	10/13/2010	51	NA		10/15/2010	white	NA	FLR WHITE	80	NA	NA	216.695652173913	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	43.09	25K	25	K	13K	13	K
96	GR002	9	10	43	GR002-9-9	nat	mat fx	flood	9	14	18.8	3.1		8/2/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	NA	40.6213888888889	23.0786111111111	58.28	25K	25	K	13K	13	K
97	GR002	9	9	12	GR002-9-2	nat	mat fx	drought	2	15	14.9	3.2		NA	8/4/2010	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	40.6213888888889	23.0786111111111	47.68	25K	25	K	13K	13	K
98	GR002	9	11	38	GR002-9-8	nat	mat fx	nut def	8	15	17.7	2.9	NA	8/3/2010	NA	NA	16	17.1	3.6	n	NA	NA	NA	NA	0.7	1.835	2010-10-13	14	17.9	3.7		0.09	10.807	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.6213888888889	23.0786111111111	51.33	25K	25	K	13K	13	K
99	RU008	1	6	9	RU008-1-2	nat	mat fx	control	2	15	16.1	3.2	NA	NA	NA	NA	16	25.8	4.5	n	NA	NA	NA	NA	1	3.713	2010-10-19	22	19.1	5.7		0.155	24.613	10/19/2010	NA	NA				NA		84	NA	NA	158.793548387097	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	51.52	17K	17	K	21N	21	N
100	RU008	11	6	25	RU008-11-1	nat	mat fx	control	1	14	14.3	3.4	NA	NA	NA	NA	25	31.5	5.3	n	NA	NA	NA	NA	0.8	3.944	2010-10-19	14	23.9	6.7		0.139	22.506	10/19/2010	NA	NA				NA		84	NA	NA	161.913669064748	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	48.62	12M	12	M	16N	16	N
101	RU008	2	8	18	RU008-2-1	nat	mat fx	cut	1	21	9.2	2.9	NA	NA	NA	NA	70	NA	0	y	1	6.5	6.5	NA	1	NA	2010-10-18	33	0	0	10/18/2010	NA	NA	10/18/2010	83	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	26.68	16N	16	N	21N	21	N
102	RU008	3	5	21	RU008-3-1	nat	mat fx	allo	1	15	15	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	0.96	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	57	17K	17	K	21M	21	M
103	RU008	4	9	49	RU008-4-1	nat	mat fx	drought	1	15	16.5	4.9		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	44.05	43.06000278	80.85	17L	17	L	21N	21	N
104	RU008	5	10	40	RU008-5-5	nat	mat fx	flood	5	26	14.9	3.9		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	NA	44.05	43.06000278	58.11	21N	21	N	17K	17	K
105	RU008	5	7	27	RU008-5-1	nat	mat fx	control	1	25	16	4.2	NA	NA	NA	NA	10	21.5	4.3	y	1	36	36	62	0.7	5.523	2010-10-21	NA	NA	NA	9/30/2010	0.095	19.223	10/18/2010	65	NA				NA		86	NA	NA	202.347368421053	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	67.2	21N	21	N	17K	17	K
106	RU008	5	9	20	RU008-5-6	nat	mat fx	drought	6	16	14.9	3.7	ENTIRE YELLOW PLANT	NA	8/2/2010	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/29/2010	1	2	NA	NA	NA	44.05	43.06000278	55.13	21N	21	N	17K	17	K
107	RU008	5	10	16	RU008-5-4	nat	mat fx	flood	4	21	14.6	4.5		8/3/2010	8/13/2010	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/11/2010	7	15	44.05	43.06000278	65.7	21N	21	N	17K	17	K
108	RU008	5	6	23	RU008-5-2	nat	mat fx	control	2	14	16.4	3.9	NA	NA	NA	NA	5	26.4	6.7	y	1	49.2	49.2	19	0.9	4.758	2010-10-19	19	17.1	5.6	9/30/2010	0.135	NA	10/19/2010	65	NA				NA		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	63.96	21N	21	N	17K	17	K
109	RU008	5	7	38	RU008-5-9	nat	mat fx	control	9	18	17.6	3.2	NA	NA	NA	NA	12	18	2.5	y	1	41.6	41.6	50	1.1	4.146	2010-10-21	11	16.7	3.2	9/30/2010	0.072	18.968	10/18/2010	65	NA				NA		86	NA	NA	263.444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	56.32	21N	21	N	17K	17	K
110	RU008	6	11	27	RU008-6-1	nat	mat fx	nut def	1	34	11	3.4	NA	8/3/2010	NA	NA	44	15.9	4.3	n	NA	NA	NA	NA	0.8	2.393	2010-10-13	40	13.7	4.2		0.055	8.01	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	37.4	21N	21	N	16N	16	N
111	RU008	8	8	12	RU008-8-1	nat	mat fx	cut	1	13	20.9	5	NA	NA	NA	NA	6	0	0	y	1	42.5	42.5	66	0.7	NA	2010-10-18	14	0	0	9/10/2010	NA	NA	10/18/2010	45	83	NA	10/18/2010	white	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	104.5	21M	21	M	17K	17	K
112	RU008	8	9	43	RU008-8-7	nat	mat fx	drought	7	14	19.5	5.3		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	44.05	43.06000278	103.35	21M	21	M	17K	17	K
113	RU008	8	10	9	RU008-8-5	nat	mat fx	flood	5	16	19.7	3.9		8/1/2010	8/13/2010	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	5	11	44.05	43.06000278	76.83	21M	21	M	17K	17	K
114	RU008	8	6	47	RU008-8-2	nat	mat fx	control	2	13	19.5	4.7	NA	NA	NA	NA	8	20	5.2	y	1	21	21	6	0.9	NA	2010-10-19	17	19	7.1	9/30/2010	0.107	19.242	10/19/2010	65	NA				NA		84	NA	NA	179.831775700935	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	91.65	21M	21	M	17K	17	K
115	RU008	8	8	41	RU008-8-4	nat	mat fx	cut	4	13	23.6	5.2	NA	NA	NA	NA	32	0	0	y	1	2.5	2.5	NA	1	NA	2010-10-18	15	0	0	10/18/2010	NA	NA	10/18/2010	83	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	122.72	21M	21	M	17K	17	K
116	RU008	8	5	29	RU008-8-6	nat	mat fx	allo	6	13	19.4	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	1.15	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	89.24	21M	21	M	17K	17	K
117	RU008	9	11	23	RU008-9-2	nat	mat fx	nut def	2	13	14.5	4.6	NA	8/3/2010	NA	NA	24	17.9	4.2	n	NA	NA	NA	NA	0.75	1.956	2010-10-13	20	17.9	4		0.088	13.562	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	66.7	21M	21	M	16N	16	N
118	RU008	9	11	47	RU008-9-5	nat	mat fx	nut def	5	17	16.1	4.1	NA	8/1/2010	NA	NA	35	12.8	3.6	n	NA	NA	NA	NA	0.65	1.82	2010-10-13	12	12.3	4.7		0.055	7.627	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.05	43.06000278	66.01	21M	21	M	16N	16	N
119	TR001	1	9	38	TR001-1-1	nat	mat fx	drought	1	14	16.8	3.5		NA	8/4/2010	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	7/30/2010	2	3	NA	NA	NA	41.7511111111111	27.2477777777778	58.8	12M	12	M	29K	29	K
120	TR001	10	5	40	TR001-10-2	nat	mat fx	allo	2	14	7.9	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	0.95	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	28.44	29K	29	K	1K	1	K
121	TR001	10	8	21	TR001-10-4	nat	mat fx	cut	4	13	16.5	3.7	NA	NA	NA	NA	27	0	0	n	NA	NA	NA	NA	0.6	NA	2010-10-18	17	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	61.05	29K	29	K	1K	1	K
122	TR001	10	11	16	TR001-10-3	nat	mat fx	nut def	3	16	12.8	2.9	NA	8/7/2010	NA	NA	17	12.2	3.6	n	NA	NA	NA	NA	0.7	1.201	2010-10-13	18	13	3.2		0.06	7.144	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	37.12	29K	29	K	1K	1	K
123	TR001	2	8	47	TR001-2-1	nat	mat fx	cut	1	12	15.6	3.2	NA	NA	NA	NA	43	0	0	n	NA	NA	NA	NA	0.7	NA	2010-10-18	13	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	49.92	12M	12	M	1K	1	K
124	TR001	2	11	18	TR001-2-2	nat	mat fx	nut def	2	11	17.8	3.2	NA	8/13/2010	NA	NA	9	17.9	3.2	n	NA	NA	NA	NA	0.6	1.271	2010-10-13	12	18.5	2.4		0.068	8.989	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	56.96	12M	12	M	1K	1	K
