PopID	CrossNum	Rack	Pos	Barcode	Origin	Exp	Trt	Indiv	LfCount1	LfLgth1	LfWdth1	comments	Yellow	Death	DeathDay	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	FlrHeadCount	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	BoltDate	SLAmass.g	SLAarea	SLAdate	BoltDay	MsrHarvest3	comment	FlwrDate	FlwrCol	HBoltHt2	HarvNotes	HarvestDay	HBoltHt3	FlwrNote	sla	Crown.mmA	Mass.gA	Wilt	TotWilt	WiltDay	TotWiltDay	Float	YellowDay	FloatDay	Latitude	Longitude	lxw	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv
125	TR001	3	7	9	TR001-3-1	nat	mat fx	control	1	12	14.8	2.9	NA	NA	NA	NA	16	22	3.1	n	NA	NA	NA	NA	0.6	2.177	2010-10-21	12	18.2	3.1		0.108	14.419	10/18/2010	NA	NA				NA		86	NA	NA	133.509259259259	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	42.92	12M	12	M	10A	10	A
126	TR001	3	9	29	TR001-3-2	nat	mat fx	drought	2	11	14.9	3.5		NA	8/5/2010	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	8/2/2010	2	6	NA	NA	NA	41.7511111111111	27.2477777777778	52.15	12M	12	M	10A	10	A
127	TR001	5	11	5	TR001-5-1	nat	mat fx	nut def	1	14	15.8	2	NA	8/3/2010	NA	NA	23	15.7	2.5	n	NA	NA	NA	NA	0.6	1.202	2010-10-13	15	15.3	2.7		0.067	9.309	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	31.6	10A	10	A	12M	12	M
128	TR001	6	5	20	TR001-6-2	nat	mat fx	allo	2	16	15	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	0.99	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	54	12K	12	K	1K	1	K
129	TR001	6	8	23	TR001-6-7	nat	mat fx	cut	7	15	16	4.2	NA	NA	NA	NA	40	0	0	n	NA	NA	NA	NA	0.7	NA	2010-10-18	20	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	67.2	12K	12	K	1K	1	K
130	TR001	7	20	1	TR001-7-1	nat	ass map	control	1	12	18.1	3.5		NA	NA	NA	14	23.3	4.8	n	NA	NA	NA	NA	0.8	2.05	2010-10-21	13	18	3.4		0.118	21.236	10/15/2010	NA	NA				NA		86	NA	NA	179.966101694915	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	63.35	1K	1	K	12M	12	M
131	TR001	8	10	18	TR001-8-1	nat	mat fx	flood	1	12	16.3	3.7		8/2/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	NA	41.7511111111111	27.2477777777778	60.31	1K	1	K	12K	12	K
132	TR001	9	7	36	TR001-9-9	nat	mat fx	control	9	16	16.1	2.5	NA	NA	NA	NA	0	0	0	y	1	37.1	37.1	71	0.5	2.697	2010-10-21	12	16.3	3	8/9/2010	NA	NA	NA	13	NA	BLT 29.7	9/16/2010	white	NA	FLR WHITE	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	40.25	29K	29	K	12M	12	M
133	TR001	9	6	21	TR001-9-13	nat	mat fx	control	13	16	17.3	3.3	NA	NA	NA	NA	3	26.3	3.1	y	1	40.5	40.5	NA	0.9	3.595	2010-10-19	11	18.5	5.8	9/30/2010	0.078	NA	10/19/2010	65	NA				NA		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	57.09	29K	29	K	12M	12	M
134	TR001	9	18	25	TR001-9-11	nat	ass map	control	11	13	19.9	4.8		NA	NA	NA	15	26.2	5.8	n	NA	NA	NA	NA	0.75	2.835	2010-10-20	13	20.5	5.3		0.196	26.84	10/18/2010	NA	NA				NA		85	NA	NA	136.938775510204	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	95.52	29K	29	K	12M	12	M
135	TR001	9	10	23	TR001-9-15	nat	mat fx	flood	15	12	17.1	3.9		8/7/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	11	11	41.7511111111111	27.2477777777778	66.69	29K	29	K	12M	12	M
136	TR001	9	7	49	TR001-9-23	nat	mat fx	control	23	15	15.9	2.9	NA	NA	NA	NA	21	14.6	3.5	y	1	33.1	33.1	NA	0.8	2.954	2010-10-21	13	14.7	2.8	9/30/2010	0.064	7.922	10/18/2010	65	NA				NA		86	NA	NA	123.78125	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	46.11	29K	29	K	12M	12	M
137	TR001	9	10	45	TR001-9-10	nat	mat fx	flood	10	18	16	4.1		8/2/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	NA	41.7511111111111	27.2477777777778	65.6	29K	29	K	12M	12	M
138	TR001	9	15	20	TR001-9-8	nat	ass map	control	8	12	20.6	4		NA	NA	NA	17	29.5	4.8	n	NA	NA	NA	NA	0.7	2.776	2010-10-21	14	20.4	4.3		0.182	24.048	10/18/2010	NA	NA				NA		86	NA	NA	132.131868131868	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	82.4	29K	29	K	12M	12	M
139	TR001	9	21	10	TR001-9-4	nat	ass map	control	4	14	15	3.2		NA	NA	NA	13	27.8	4	n	NA	NA	NA	NA	0.9	2.001	2010-10-21	17	21	3.5		0.129	23.725	10/14/2010	NA	NA				NA		86	NA	NA	183.914728682171	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	48	29K	29	K	12M	12	M
140	TR001	9	7	3	TR001-9-18	nat	mat fx	control	18	13	17.5	3.3	NA	NA	NA	NA	12	21	3.4	n	NA	NA	NA	NA	1	1.695	2010-10-21	10	16.5	3.7		0.129	18.893	10/18/2010	NA	NA				NA		86	NA	NA	146.457364341085	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	57.75	29K	29	K	12M	12	M
141	TR001	9	5	36	TR001-9-20	nat	mat fx	allo	20	16	17.1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	0.8	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	85.5	29K	29	K	12M	12	M
142	TR001	9	7	20	TR001-9-6	nat	mat fx	control	6	17	15.1	4.5	NA	NA	NA	NA	19	17.5	3.7	n	NA	NA	NA	NA	0.7	1.9	2010-10-21	11	14.8	3.7		0.056	8.329	10/18/2010	NA	NA				NA		86	NA	NA	148.732142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.7511111111111	27.2477777777778	67.95	29K	29	K	12M	12	M
143	TR001	9	9	14	TR001-9-2	nat	mat fx	drought	2	13	13.5	3.1		NA	8/4/2010	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/30/2010	8/1/2010	3	5	NA	NA	NA	41.7511111111111	27.2477777777778	41.85	29K	29	K	12M	12	M
144	US001	10	6	45	US001-10-4	inv	mat fx	control	4	14	15.5	3.8	NA	NA	NA	NA	13	23.2	5	n	NA	NA	NA	NA	0.9	3.882	2010-10-19	10	16.7	5.2		0.221	37.256	10/19/2010	NA	NA				NA		84	NA	NA	168.579185520362	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	58.9	20L	20	L	5L	5	L
145	US001	10	22	29	US001-10-1	inv	ass map	control	1	14	20.9	3.1		NA	NA	NA	10	27.5	6.1	n	NA	NA	NA	NA	0.9	3.2	2010-10-21	10	28.2	6.9		0.198	35.402	10/15/2010	NA	NA				NA		86	NA	NA	178.79797979798	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	64.79	20L	20	L	5L	5	L
146	US001	10	5	5	US001-10-2	inv	mat fx	allo	2	12	19.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	0.96	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	68.25	20L	20	L	5L	5	L
147	US001	10	6	40	US001-10-3	inv	mat fx	control	3	15	21.3	3.9	NA	NA	NA	NA	8	27.6	4.7	n	NA	NA	NA	NA	0.7	3.088	2010-10-19	10	18.9	5		0.177	32.59	10/19/2010	NA	NA				NA		84	NA	NA	184.124293785311	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	83.07	20L	20	L	5L	5	L
148	US001	10	7	7	US001-10-5	inv	mat fx	control	5	12	16	3.5	NA	NA	NA	NA	15	21	2.5	n	NA	NA	NA	NA	1	3.484	2010-10-21	9	16.2	3.8		0.194	25.093	10/18/2010	NA	NA				NA		86	NA	NA	129.345360824742	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	56	20L	20	L	5L	5	L
149	US001	11	10	5	US001-11-1	inv	mat fx	flood	1	17	15.8	3.7		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	5	11	45.6152333333333	-120.787533333333	58.46	20L	20	L	23N	23	N
150	US001	12	10	20	US001-12-1	inv	mat fx	flood	1	7	12.9	2		8/5/2010	8/7/2010	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/5/2010	9	9	45.6152333333333	-120.787533333333	25.8	20L	20	L	22M	22	M
151	US001	12	8	40	US001-12-2	inv	mat fx	cut	2	17	15.2	3.1	NA	NA	NA	NA	13	28.1	4.6	n	NA	NA	NA	NA	0.7	NA	2010-10-18	23	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	47.12	20L	20	L	22M	22	M
152	US001	2	8	25	US001-2-6	inv	mat fx	cut	6	16	19.5	3.4	NA	NA	NA	NA	32	17.5	3.7	n	NA	NA	NA	NA	1	NA	2010-10-18	21	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	66.3	22N	22	N	23N	23	N
153	US001	2	20	29	US001-2-4	inv	ass map	control	4	13	24.3	6.5		NA	NA	NA	13	20.5	4.7	n	NA	NA	NA	NA	1	3.713	2010-10-21	14	24.2	6.4		0.2	33.337	10/15/2010	NA	NA				NA		86	NA	NA	166.685	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	157.95	22N	22	N	23N	23	N
154	US001	2	11	32	US001-2-3	inv	mat fx	nut def	3	14	21.2	6.2	NA	8/1/2010	NA	NA	14	20.9	5.3	y	1	27.5	27.5	6	1.1	2.245	2010-10-13	13	28.9	5.2	10/13/2010	0.135	16.659	10/13/2010	78	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	131.44	22N	22	N	23N	23	N
155	US001	3	15	1	US001-3-1	inv	ass map	control	1	14	22.2	4.5		NA	NA	NA	55	20.5	4.3	y	1	29	29	2	0.6	3.241	2010-10-21	13	22.5	4	10/8/2010	0.094	NA	10/18/2010	73	NA				NA		86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	99.9	22M	22	M	22N	22	N
156	US001	4	23	31	US001-4-1	inv	ass map	control	1	16	19.7	3.9		NA	NA	NA	13	28.1	4.6	n	NA	NA	NA	NA	0.7	3.336	2010-10-20	19	21.2	3.2		0.087	19.84	10/19/2010	NA	NA				NA		85	NA	NA	228.045977011494	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	76.83	22M	22	M	23N	23	N
157	US001	4	10	25	US001-4-3	inv	mat fx	flood	3	12	21.5	3.9		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	5	11	45.6152333333333	-120.787533333333	83.85	22M	22	M	23N	23	N
158	US001	4	9	7	US001-4-5	inv	mat fx	drought	5	19	19.3	4.1		NA	8/4/2010	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	45.6152333333333	-120.787533333333	79.13	22M	22	M	23N	23	N
159	US001	5	21	36	US001-5-1	inv	ass map	control	1	15	23	3.8		NA	NA	NA	12	33.7	5.5	n	NA	NA	NA	NA	0.8	3.351	2010-10-21	13	26.3	5.2		0.153	34.93	10/14/2010	NA	NA				NA		86	NA	NA	228.300653594771	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	87.4	22M	22	M	20M	20	M
160	US001	5	5	41	US001-5-2	inv	mat fx	allo	2	14	18.5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	0.95	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	55.5	22M	22	M	20M	20	M
161	US001	6	6	20	US001-6-3	inv	mat fx	control	3	14	20.2	4.3	NA	NA	NA	NA	19	31.6	6.4	n	NA	NA	NA	NA	0.9	4.28	2010-10-19	15	20.8	5.2		0.16	28.432	10/19/2010	NA	NA				NA		84	NA	NA	177.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	86.86	23N	23	N	22N	22	N
162	US001	6	21	1	US001-6-2	inv	ass map	control	2	14	20.7	4.5		NA	NA	NA	12	28	4	n	NA	NA	NA	NA	0.8	2.95	2010-10-21	12	21.8	5.3		0.134	27.937	10/14/2010	NA	NA				NA		86	NA	NA	208.485074626866	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	93.15	23N	23	N	22N	22	N
163	US001	7	7	23	US001-7-4	inv	mat fx	control	4	16	20.9	4.8	NA	NA	NA	NA	17	25.3	4.1	n	NA	NA	NA	NA	0.8	3.756	2010-10-21	NA	NA	NA		0.161	27.146	10/18/2010	NA	NA				NA		86	NA	NA	168.608695652174	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	100.32	23N	23	N	23D	23	D
164	US001	7	9	3	US001-7-9	inv	mat fx	drought	9	15	20.3	7.5		NA	8/2/2010	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	45.6152333333333	-120.787533333333	152.25	23N	23	N	23D	23	D
165	US001	7	15	34	US001-7-3	inv	ass map	control	3	14	17.9	5.1		NA	NA	NA	19	25	5.1	n	NA	NA	NA	NA	0.8	4.414	2010-10-21	17	26.1	7.3		0.185	29.956	10/18/2010	NA	NA				NA		86	NA	NA	161.924324324324	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	91.29	23N	23	N	23D	23	D
166	US001	7	22	41	US001-7-11	inv	ass map	control	11	12	21.2	5.7		NA	NA	NA	13	25.5	6.4	n	NA	NA	NA	NA	0.9	3.258	2010-10-21	10	19.3	7.4		0.181	NA	10/15/2010	NA	NA				NA		86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	120.84	23N	23	N	23D	23	D
167	US001	7	8	1	US001-7-7	inv	mat fx	cut	7	14	18.6	4.8	NA	NA	NA	NA	29	0	0	n	NA	0	NA	0	0.95	NA	2010-10-18	11	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	89.28	23N	23	N	23D	23	D
168	US001	7	11	29	US001-7-6	inv	mat fx	nut def	6	12	20.6	4.1	NA	8/7/2010	NA	NA	14	19.3	3.7	n	NA	NA	NA	NA	0.6	1.881	2010-10-13	13	20.4	3.6		0.096	16.623	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	84.46	23N	23	N	23D	23	D
169	US001	7	5	45	US001-7-1	inv	mat fx	allo	1	18	18.3	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	1.01	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	87.84	23N	23	N	23D	23	D
170	US001	8	11	12	US001-8-2	inv	mat fx	nut def	2	10	25.9	5.8	NA	8/3/2010	NA	NA	12	26.2	6.3	n	NA	NA	NA	NA	0.5	1.566	2010-10-13	10	26.2	4		0.073	11.178	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	150.22	23N	23	N	20M	20	M
171	US001	9	9	21	US001-9-3	inv	mat fx	drought	3	17	21.4	4.4		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	45.6152333333333	-120.787533333333	94.16	23N	23	N	20L	20	L
172	US001	9	6	43	US001-9-7	inv	mat fx	control	7	15	19.9	3.7	NA	NA	NA	NA	11	27.2	4.6	n	NA	NA	NA	NA	0.9	3.704	2010-10-19	11	19.7	3.8		0.257	40.578	10/19/2010	NA	NA				NA		84	NA	NA	157.891050583658	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333	73.63	23N	23	N	20L	20	L
173	US002	1	10	41	US002-1-2	inv	mat fx	flood	2	15	19.5	3.7	YELLOWING	8/1/2010	8/11/2010	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/11/2010	5	15	46.1822666666667	-118.82615	72.15	17L	17	L	24K	24	K
174	US002	1	23	9	US002-1-1	inv	ass map	control	1	33	17.3	2.8		NA	NA	NA	55	20.5	4.3	y	1	29	29	2	0.6	4.665	2010-10-20	47	16.5	4.2	9/30/2010	0.079	18.544	10/19/2010	65	NA				NA		85	NA	NA	234.73417721519	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	48.44	17L	17	L	24K	24	K
175	US002	2	9	27	US002-2-3	inv	mat fx	drought	3	16	13.7	3.1		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	8/2/2010	2	6	NA	NA	NA	46.1822666666667	-118.82615	42.47	22K	22	K	24K	24	K
176	US002	2	20	23	US002-2-2	inv	ass map	control	2	19	11.2	3.5		NA	NA	NA	23	21.5	5.1	y	1	2	2	NA	1	4.398	2010-10-21	17	19.9	6.1	10/21/2010	0.193	32.695	10/15/2010	86	NA				NA		86	NA	NA	169.40414507772	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	39.2	22K	22	K	24K	24	K
177	US002	3	7	14	US002-3-23	inv	mat fx	control	23	14	16.4	4.2	NA	NA	NA	NA	21	27	6.2	n	NA	NA	NA	NA	0.7	3.701	2010-10-21	22	24	5.2		0.204	30.57	10/18/2010	NA	NA				NA		86	NA	NA	149.852941176471	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	68.88	22K	22	K	5K	5	K
178	US002	3	12	36	US002-3-14	inv	ass map	control	14	16	15.4	3.4		NA	NA	NA	25	30.6	6.8	n	NA	NA	NA	NA	0.9	3.77	2010-10-19	21	30.1	5.7		0.138	29.881	9/28/2010	NA	NA				NA		84	NA	NA	216.528985507246	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	52.36	22K	22	K	5K	5	K
179	US002	3	11	1	US002-3-3	inv	mat fx	nut def	3	17	16.9	5.1	NA	8/1/2010	NA	NA	26	16.7	3.1	n	NA	NA	NA	NA	0.8	2.781	2010-10-13	13	15.6	4.9		0.083	10.314	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	86.19	22K	22	K	5K	5	K
180	US002	3	6	38	US002-3-21	inv	mat fx	control	21	11	19.6	3.5	NA	NA	NA	NA	10	29.1	5.2	n	NA	NA	NA	NA	0.8	3.458	2010-10-19	10	22.1	6.5		0.27	40.1	10/19/2010	NA	NA				NA		84	NA	NA	148.518518518519	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	68.6	22K	22	K	5K	5	K
181	US002	3	8	5	US002-3-25	inv	mat fx	cut	25	14	16	3.5	NA	NA	NA	NA	42	0	0	n	NA	NA	NA	NA	0.9	NA	2010-10-18	12	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	56	22K	22	K	5K	5	K
182	US002	3	22	27	US002-3-8	inv	ass map	control	8	21	21.1	5.2		NA	NA	NA	14	34.2	8.4	y	1	7.5	7.5	NA	0.9	4.453	2010-10-21	14	28.6	5.9	10/21/2010	0.316	42.723	10/15/2010	86	NA				NA		86	NA	NA	135.199367088608	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	109.72	22K	22	K	5K	5	K
183	US002	3	10	49	US002-3-22	inv	mat fx	flood	22	12	22.5	5.2		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/7/2010	5	11	46.1822666666667	-118.82615	117	22K	22	K	5K	5	K
184	US002	3	5	23	US002-3-2	inv	mat fx	allo	2	13	20.5	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	1.54	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	106.6	22K	22	K	5K	5	K
185	US002	3	8	45	US002-3-6	inv	mat fx	cut	6	12	17.8	4.3	NA	NA	NA	NA	22	0	0	y	1	19.5	19.5	NA	0.6	NA	2010-10-18	15	0	0	10/8/2010	NA	NA	10/18/2010	73	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	76.54	22K	22	K	5K	5	K
186	US002	3	11	41	US002-3-18	inv	mat fx	nut def	18	12	16.5	4.4	NA	8/1/2010	NA	NA	11	16.8	4.8	n	NA	NA	NA	NA	0.6	1.138	2010-10-13	16	16.5	3.9		0.131	14.505	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	72.6	22K	22	K	5K	5	K
187	US002	3	6	36	US002-3-24	inv	mat fx	control	24	20	16.8	3.5	NA	NA	NA	NA	18	27.5	6.3	n	NA	NA	NA	NA	0.9	5.017	2010-10-19	27	23.5	5.4		0.222	40.231	10/19/2010	NA	NA				NA		84	NA	NA	181.220720720721	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	58.8	22K	22	K	5K	5	K
188	US002	4	19	30	US002-4-1	inv	ass map	control	1	20	17.2	5.1		NA	NA	NA	24	20.4	5.1	y	1	2.5	2.5	NA	1.05	4.874	2010-10-21	20	17.9	4.3	10/21/2010	0.132	24.098	10/14/2010	86	NA				NA		86	NA	NA	182.560606060606	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	87.72	22L	22	L	24K	24	K
189	US002	5	6	49	US002-5-3	inv	mat fx	control	3	18	11.6	3.5	NA	NA	NA	NA	37	0	0	n	NA	NA	NA	NA	0.9	NA	2010-10-19	21	0	0		NA	NA	10/19/2010	NA	NA				NA		84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	40.6	22L	22	L	1M	1	M
190	US002	5	8	49	US002-5-2	inv	mat fx	cut	2	25	16.7	5.1	NA	NA	NA	NA	22	20.6	3.2	n	NA	NA	NA	NA	1.2	4.077	2010-10-18	24	16.8	4.6		0.112	16.726	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	85.17	22L	22	L	1M	1	M
191	US002	5	5	3	US002-5-12	inv	mat fx	allo	12	19	13	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	1.27	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	42.9	22L	22	L	1M	1	M
