PopID	Mom	Origin	Latitude	Longitude	Cross_MomID	GermAvgDate	GermCount	GermPercent	CollYear	SeedAgeYrs	SeedCount	Rack	Pos	Indiv	Trt	ID_barcode	LfCountH	BoltedatH	ShootMass.g	LfCount1	BoltDay.adj	lxwH	bolt.bin	pop_momfam	Exp	MomFam	CrossNum	MomIndiv	DadID	DadFam	DadIndiv	Generation
129	CA001	4L	inv	49.0149388888889	-122.882097222222	CA001-15	2.428571429	7	87.5	2010	0.17	8	19	3	2	cont	CA001-15-2	20	n	3.818	14	NA	91.43	0	CA001_4	ass map	4	15	L	3O	3	O	1
134	CA001	7L	inv	49.0149388888889	-122.882097222222	CA001-20	2.538461538	13	100	2010	0.17	13	12	15	12	cont	CA001-20-12	34	n	NA	13	NA	0	0	CA001_7	ass map	7	20	L	4L	4	L	1
135	GR002	25L	nat	40.6213888888889	23.0786111111111	GR002-1	2	3	100	2010	0.17	3	7	16	1	cont	GR002-1-1	27	n	3.468	14	NA	124.95	0	GR002_25	mat fx	25	1	L	17M	17	M	1
136	GR002	25L	nat	40.6213888888889	23.0786111111111	GR002-1	2	3	100	2010	0.17	3	6	34	2	cont	GR002-1-2	8	y	4.238	12	68	161.65	1	GR002_25	mat fx	25	1	L	17M	17	M	1
138	GR002	25M	nat	40.6213888888889	23.0786111111111	GR002-3	2	3	100	2010	0.17	3	7	47	2	cont	GR002-3-2	18	n	2.67	14	NA	80.64	0	GR002_25	mat fx	25	3	M	13K	13	K	1
141	GR002	13K	nat	40.6213888888889	23.0786111111111	GR002-6	2	2	100	2010	0.17	2	7	43	1	cont	GR002-6-1	35	n	4.044	20	NA	70.06	0	GR002_13	mat fx	13	6	K	17M	17	M	1
144	GR002	25K	nat	40.6213888888889	23.0786111111111	GR002-9	2	9	100	2010	0.17	9	12	38	6	cont	GR002-9-6	16	y	4.478	15	65	104.28	1	GR002_25	ass map	25	9	K	13K	13	K	1
145	GR002	25K	nat	40.6213888888889	23.0786111111111	GR002-9	2	9	100	2010	0.17	9	6	41	4	cont	GR002-9-4	15	n	3.371	16	NA	99.12	0	GR002_25	mat fx	25	9	K	13K	13	K	1
146	GR002	25K	nat	40.6213888888889	23.0786111111111	GR002-9	2	9	100	2010	0.17	9	16	35	7	cont	GR002-9-7	2	y	4.328	16	54	66.23	1	GR002_25	ass map	25	9	K	13K	13	K	1
147	GR002	23N	nat	40.6213888888889	23.0786111111111	GR002-10	2.25	4	100	2010	0.17	4	20	43	2	cont	GR002-10-2	15	n	2.525	15	NA	73.2	0	GR002_23	ass map	23	10	N	20L	20	L	1
148	GR002	23N	nat	40.6213888888889	23.0786111111111	GR002-10	2.25	4	100	2010	0.17	4	7	25	4	cont	GR002-10-4	24	n	3.069	13	NA	126.75	0	GR002_23	mat fx	23	10	N	20L	20	L	1
149	RU008	17K	nat	44.05	43.06000278	RU008-1	2	2	100	2010	0.17	2	6	9	2	cont	RU008-1-2	16	n	3.713	15	NA	116.1	0	RU008_17	mat fx	17	1	K	21N	21	N	1
153	RU008	21N	nat	44.05	43.06000278	RU008-5	2.1	10	90.9090909090909	2010	0.17	11	6	23	2	cont	RU008-5-2	5	y	4.758	14	68	176.88	1	RU008_21	mat fx	21	5	N	17K	17	K	1
154	RU008	21N	nat	44.05	43.06000278	RU008-5	2.1	10	90.9090909090909	2010	0.17	11	7	27	1	cont	RU008-5-1	10	y	5.523	25	68	92.45	1	RU008_21	mat fx	21	5	N	17K	17	K	1
155	RU008	21N	nat	44.05	43.06000278	RU008-5	2.1	10	90.9090909090909	2010	0.17	11	7	38	9	cont	RU008-5-9	12	y	4.146	18	68	45	1	RU008_21	mat fx	21	5	N	17K	17	K	1
158	RU008	21M	nat	44.05	43.06000278	RU008-8	2.285714286	7	100	2010	0.17	7	6	47	2	cont	RU008-8-2	8	y	NA	13	68	104	1	RU008_21	mat fx	21	8	M	17K	17	K	1
161	RU008	12M	nat	44.05	43.06000278	RU008-11	3	2	100	2010	0.17	2	6	25	1	cont	RU008-11-1	25	n	3.944	14	NA	166.95	0	RU008_12	mat fx	12	11	M	16N	16	N	1
164	TR001	12M	nat	41.7511111111111	27.2477777777778	TR001-3	2	3	100	2010	0.17	3	7	9	1	cont	TR001-3-1	16	n	2.177	12	NA	68.2	0	TR001_12	mat fx	12	3	M	10A	10	A	1
168	TR001	1K	nat	41.7511111111111	27.2477777777778	TR001-7	3	1	100	2010	0.17	1	20	1	1	cont	TR001-7-1	14	n	2.05	12	NA	111.84	0	TR001_1	ass map	1	7	K	12M	12	M	1
170	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	7	36	9	cont	TR001-9-9	0	y	2.697	16	16	0	1	TR001_29	mat fx	29	9	K	12M	12	M	1
171	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	15	20	8	cont	TR001-9-8	17	n	2.776	12	NA	141.6	0	TR001_29	ass map	29	9	K	12M	12	M	1
172	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	18	25	11	cont	TR001-9-11	15	n	2.835	13	NA	151.96	0	TR001_29	ass map	29	9	K	12M	12	M	1
173	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	7	3	18	cont	TR001-9-18	12	n	1.695	13	NA	71.4	0	TR001_29	mat fx	29	9	K	12M	12	M	1
174	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	21	10	4	cont	TR001-9-4	13	n	2.001	14	NA	111.2	0	TR001_29	ass map	29	9	K	12M	12	M	1
175	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	7	20	6	cont	TR001-9-6	19	n	1.9	17	NA	64.75	0	TR001_29	mat fx	29	9	K	12M	12	M	1
176	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	6	21	13	cont	TR001-9-13	3	y	3.595	16	68	81.53	1	TR001_29	mat fx	29	9	K	12M	12	M	1
177	TR001	29K	nat	41.7511111111111	27.2477777777778	TR001-9	2.148148148	27	90	2010	0.17	30	7	49	23	cont	TR001-9-23	21	y	2.954	15	68	51.1	1	TR001_29	mat fx	29	9	K	12M	12	M	1
180	US001	22N	inv	45.6152333333333	-120.787533333333	US001-2	2.25	4	80	2010	0.17	5	20	29	4	cont	US001-2-4	13	n	3.713	13	NA	96.35	0	US001_22	ass map	22	2	N	23N	23	N	1
181	US001	22M	inv	45.6152333333333	-120.787533333333	US001-3	2	1	100	2010	0.17	1	15	1	1	cont	US001-3-1	55	y	3.241	14	76	88.15	1	US001_22	ass map	22	3	M	22N	22	N	1
182	US001	22M	inv	45.6152333333333	-120.787533333333	US001-4	2.1	10	100	2010	0.17	10	23	31	1	cont	US001-4-1	13	n	3.336	16	NA	129.26	0	US001_22	ass map	22	4	M	23N	23	N	1
183	US001	22M	inv	45.6152333333333	-120.787533333333	US001-5	2	3	100	2010	0.17	3	21	36	1	cont	US001-5-1	12	n	3.351	15	NA	185.35	0	US001_22	ass map	22	5	M	20M	20	M	1
184	US001	23N	inv	45.6152333333333	-120.787533333333	US001-6	2	5	83.3333333333333	2010	0.17	6	21	1	2	cont	US001-6-2	12	n	2.95	14	NA	112	0	US001_23	ass map	23	6	N	22N	22	N	1
185	US001	23N	inv	45.6152333333333	-120.787533333333	US001-6	2	5	83.3333333333333	2010	0.17	6	6	20	3	cont	US001-6-3	19	n	4.28	14	NA	202.24	0	US001_23	mat fx	23	6	N	22N	22	N	1
186	US001	23N	inv	45.6152333333333	-120.787533333333	US001-7	2	11	78.5714285714286	2010	0.17	14	22	41	11	cont	US001-7-11	13	n	3.258	12	NA	163.2	0	US001_23	ass map	23	7	N	23D	23	D	1
187	US001	23N	inv	45.6152333333333	-120.787533333333	US001-7	2	11	78.5714285714286	2010	0.17	14	15	34	3	cont	US001-7-3	19	n	4.414	14	NA	127.5	0	US001_23	ass map	23	7	N	23D	23	D	1
188	US001	23N	inv	45.6152333333333	-120.787533333333	US001-7	2	11	78.5714285714286	2010	0.17	14	7	23	4	cont	US001-7-4	17	n	3.756	16	NA	103.73	0	US001_23	mat fx	23	7	N	23D	23	D	1
190	US001	23N	inv	45.6152333333333	-120.787533333333	US001-9	2.142857143	7	100	2010	0.17	7	6	43	7	cont	US001-9-7	11	n	3.704	15	NA	125.12	0	US001_23	mat fx	23	9	N	20L	20	L	1
191	US001	20L	inv	45.6152333333333	-120.787533333333	US001-10	2	8	100	2010	0.17	8	22	29	1	cont	US001-10-1	10	n	3.2	14	NA	167.75	0	US001_20	ass map	20	10	L	5L	5	L	1
192	US001	20L	inv	45.6152333333333	-120.787533333333	US001-10	2	8	100	2010	0.17	8	6	45	4	cont	US001-10-4	13	n	3.882	14	NA	116	0	US001_20	mat fx	20	10	L	5L	5	L	1
193	US001	20L	inv	45.6152333333333	-120.787533333333	US001-10	2	8	100	2010	0.17	8	7	7	5	cont	US001-10-5	15	n	3.484	12	NA	52.5	0	US001_20	mat fx	20	10	L	5L	5	L	1
194	US001	20L	inv	45.6152333333333	-120.787533333333	US001-10	2	8	100	2010	0.17	8	6	40	3	cont	US001-10-3	8	n	3.088	15	NA	129.72	0	US001_20	mat fx	20	10	L	5L	5	L	1
197	US002	17L	inv	46.1822666666667	-118.82615	US002-1	2	2	100	2010	0.17	2	23	9	1	cont	US002-1-1	55	y	4.665	33	68	88.15	1	US002_17	ass map	17	1	L	24K	24	K	1
198	US002	22K	inv	46.1822666666667	-118.82615	US002-2	2	3	100	2010	0.17	3	20	23	2	cont	US002-2-2	23	y	4.398	19	89	109.65	1	US002_22	ass map	22	2	K	24K	24	K	1
199	US002	22K	inv	46.1822666666667	-118.82615	US002-3	2.035714286	28	90.3225806451613	2010	0.17	31	12	36	14	cont	US002-3-14	25	n	3.77	16	NA	208.08	0	US002_22	ass map	22	3	K	5K	5	K	1
200	US002	22K	inv	46.1822666666667	-118.82615	US002-3	2.035714286	28	90.3225806451613	2010	0.17	31	7	14	23	cont	US002-3-23	21	n	3.701	14	NA	167.4	0	US002_22	mat fx	22	3	K	5K	5	K	1
201	US002	22K	inv	46.1822666666667	-118.82615	US002-3	2.035714286	28	90.3225806451613	2010	0.17	31	6	36	24	cont	US002-3-24	18	n	5.017	20	NA	173.25	0	US002_22	mat fx	22	3	K	5K	5	K	1
202	US002	22K	inv	46.1822666666667	-118.82615	US002-3	2.035714286	28	90.3225806451613	2010	0.17	31	22	27	8	cont	US002-3-8	14	y	4.453	21	89	287.28	1	US002_22	ass map	22	3	K	5K	5	K	1
203	US002	22K	inv	46.1822666666667	-118.82615	US002-3	2.035714286	28	90.3225806451613	2010	0.17	31	6	38	21	cont	US002-3-21	10	n	3.458	11	NA	151.32	0	US002_22	mat fx	22	3	K	5K	5	K	1
204	US002	22L	inv	46.1822666666667	-118.82615	US002-4	2	1	100	2010	0.17	1	19	30	1	cont	US002-4-1	24	y	4.874	20	89	104.04	1	US002_22	ass map	22	4	L	24K	24	K	1
205	US002	22L	inv	46.1822666666667	-118.82615	US002-5	2.083333333	12	100	2010	0.17	12	6	49	3	cont	US002-5-3	37	n	NA	18	NA	0	0	US002_22	mat fx	22	5	L	1M	1	M	1
206	US002	22L	inv	46.1822666666667	-118.82615	US002-5	2.083333333	12	100	2010	0.17	12	17	12	11	cont	US002-5-11	25	n	4.415	18	NA	85.57	0	US002_22	ass map	22	5	L	1M	1	M	1
207	US002	22L	inv	46.1822666666667	-118.82615	US002-5	2.083333333	12	100	2010	0.17	12	15	11	8	cont	US002-5-8	23	n	4.072	20	NA	53.32	0	US002_22	ass map	22	5	L	1M	1	M	1
208	US002	24K	inv	46.1822666666667	-118.82615	US002-6	3.2	5	100	2010	0.17	5	7	40	2	cont	US002-6-2	0	y	4.126	14	54	0	1	US002_24	mat fx	24	6	K	5K	5	K	1
209	US002	24K	inv	46.1822666666667	-118.82615	US002-6	3.2	5	100	2010	0.17	5	6	16	4	cont	US002-6-4	23	n	5.091	15	NA	147.01	0	US002_24	mat fx	24	6	K	5K	5	K	1
210	US002	24K	inv	46.1822666666667	-118.82615	US002-6	3.2	5	100	2010	0.17	5	14	21	5	cont	US002-6-5	15	n	1.517	7	NA	92.8	0	US002_24	ass map	24	6	K	5K	5	K	1
212	US003	6K	inv	46.60415	-116.64175	US003-2	2	2	100	2010	0.17	2	7	32	1	cont	US003-2-1	18	n	3.215	13	NA	102.5	0	US003_6	mat fx	6	2	K	20K	20	K	1
213	US003	20K	inv	46.60415	-116.64175	US003-3	2	22	100	2010	0.17	22	19	50	5	cont	US003-3-5	19	n	3.872	15	NA	82.51	0	US003_20	ass map	20	3	K	27M	27	M	1
214	US003	20K	inv	46.60415	-116.64175	US003-3	2	22	100	2010	0.17	22	6	10	10	cont	US003-3-10	21	n	3.816	14	NA	120.5	0	US003_20	mat fx	20	3	K	27M	27	M	1
215	US003	20K	inv	46.60415	-116.64175	US003-4	2.25	4	100	2010	0.17	4	17	35	2	cont	US003-4-2	22	n	4.03	12	NA	171.99	0	US003_20	ass map	20	4	K	28L	28	L	1
218	US003	27M	inv	46.60415	-116.64175	US003-7	2	14	100	2010	0.17	14	7	10	4	cont	US003-7-4	17	n	1.96	11	NA	55.8	0	US003_27	mat fx	27	7	M	28L	28	L	1
219	US003	27M	inv	46.60415	-116.64175	US003-8	2.142857143	7	100	2010	0.17	7	6	50	2	cont	US003-8-2	16	y	3.295	15	76	90.24	1	US003_27	mat fx	27	8	M	19K	19	K	1
220	US003	27M	inv	46.60415	-116.64175	US003-9	2.866666667	15	100	2010	0.17	15	7	50	7	cont	US003-9-7	14	n	2.035	23	NA	65.6	0	US003_27	mat fx	27	9	M	20K	20	K	1
221	US003	27M	inv	46.60415	-116.64175	US003-9	2.866666667	15	100	2010	0.17	15	12	49	5	cont	US003-9-5	21	n	4.342	12	NA	147	0	US003_27	ass map	27	9	M	20K	20	K	1
223	US003	28L	inv	46.60415	-116.64175	US003-11	2	16	94.1176470588235	2010	0.17	17	17	27	11	cont	US003-11-11	20	n	4.472	15	NA	218.16	0	US003_28	ass map	28	11	L	20K	20	K	1
225	US003	28L	inv	46.60415	-116.64175	US003-13	2	8	88.8888888888889	2010	0.17	9	20	10	4	cont	US003-13-4	22	n	2.324	12	NA	119.28	0	US003_28	ass map	28	13	L	6K	6	K	1
226	US003	28L	inv	46.60415	-116.64175	US003-14	2.1	10	100	2010	0.17	10	17	21	7	cont	US003-14-7	19	n	3.342	15	NA	114.75	0	US003_28	ass map	28	14	L	27M	27	M	1
227	US003	28L	inv	46.60415	-116.64175	US003-14	2.1	10	100	2010	0.17	10	20	9	9	cont	US003-14-9	28	n	2.944	20	NA	133.12	0	US003_28	ass map	28	14	L	27M	27	M	1
229	US003	19K	inv	46.60415	-116.64175	US003-16	2.428571429	14	100	2010	0.17	14	7	5	11	cont	US003-16-11	NA	n	3.445	14	NA	NA	0	US003_19	mat fx	19	16	K	20K	20	K	1
230	US003	19K	inv	46.60415	-116.64175	US003-16	2.428571429	14	100	2010	0.17	14	18	27	1	cont	US003-16-1	NA	n	6.136	15	54	NA	0	US003_19	ass map	19	16	K	20K	20	K	1
