PopID	MomID	Mom	Origin	SeedWt	GermAvgDate	GermCount	GermPercent	CollYear	SeedAgeYrs	ComboSeedWt	SeedCount	Sdwt.log	GermPerc.arsq	Latitude	Longitude	AvgGermDate.log
172	US001	US001.20	20	inv	1.371466667	3.29	14	93	2008	1	20.572	15	0.315880727053509	74.6572757142422	45.6152333333333	-120.787533333333	1.19088756477728
173	US001	US001.3	3	inv	1.075	3.18	11	73	2008	1	16.125	15	0.0723206615796261	58.6927552214285	45.6152333333333	-120.787533333333	1.15688119679209
174	US002	US002.1	1	inv	1.094533333	3	14	93	2008	1	16.418	15	0.0903280925193206	74.6572757142422	46.1822666666667	-118.82615	1.09861228866811
175	US002	US002.22	22	inv	0.925866667	3.13	15	100	2008	1	13.888	15	-0.0770250428241927	89.9987755437136	46.1822666666667	-118.82615	1.14103300455206
176	US002	US002.24	24	inv	1.044	3.36	11	73	2008	1	15.66	15	0.043059489460447	58.6927552214285	46.1822666666667	-118.82615	1.21194097397511
177	US002	US002.17	17	inv	1.177933333	3.15	13	87	2008	1	17.669	15	0.163761490249321	68.8647708624491	46.1822666666667	-118.82615	1.14740245283754
178	US002	US002.5	5	inv	1.1686	3.07	14	93	2008	1	17.529	15	0.1558064511382	74.6572757142422	46.1822666666667	-118.82615	1.12167756159911
179	US003	US003.19	19	inv	0.922571429	3.23	13	93	2008	1	12.916	14	-0.0805904762546897	74.6572757142422	46.60415	-116.64175	1.17248213723457
180	US003	US003.27	27	inv	0.990533333	3.36	14	93	2008	1	14.858	15	-0.00951176070911461	74.6572757142422	46.60415	-116.64175	1.21194097397511
181	US003	US003.20	20	inv	1.018533333	3.33	15	100	2008	1	15.278	15	0.0183636836896899	89.9987755437136	46.60415	-116.64175	1.20297230399235
182	US003	US003.28	28	inv	0.924857143	3.07	14	100	2008	1	12.948	14	-0.0781159933967967	89.9987755437136	46.60415	-116.64175	1.12167756159911
183	US003	US003.6	6	inv	0.915785714	3	13	93	2008	1	12.821	14	-0.0879728783566832	74.6572757142422	46.60415	-116.64175	1.09861228866811
184	US006	US006.3	3	inv	0.656066667	NA	0	0	2005	4	9.841	15	-0.421492868677283	0	39.7028333333333	-105.324222222222	NA
185	US006	US006.2	2	inv	0.5078	NA	0	0	2005	4	5.078	10	-0.677667609711559	0	39.7028333333333	-105.324222222222	NA
186	US006	US006.4	4	inv	0.8102	10.5	2	13	2005	4	12.153	15	-0.210474148213547	21.1340046812644	39.7028333333333	-105.324222222222	2.35137525716348
187	US006	US006.1	1	inv	0.685466667	NA	0	0	2005	4	10.282	15	-0.37765540698261	0	39.7028333333333	-105.324222222222	NA
188	US007	US007.26	26	inv	1.286111111	5	2	22	2005	4	11.575	9	0.251623022549685	27.9717205663264	39.6966666666667	-104.807583333333	1.6094379124341
189	US007	US007.13	13	inv	1.5578	3.33	3	60	2005	4	7.789	5	0.443274569503711	50.7677888076978	39.6966666666667	-104.807583333333	1.20297230399235
190	US007	US007.9	9	inv	0.373181818	NA	0	0	2005	4	4.105	11	-0.98568953038119	0	39.6966666666667	-104.807583333333	NA
191	US007	US007.20	20	inv	1.4642	3	1	20	2005	4	7.321	5	0.381309018230405	26.5646897577012	39.6966666666667	-104.807583333333	1.09861228866811
192	US007	US007.22	22	inv	0.226333333	NA	0	0	2005	4	3.395	15	-1.4857464415643	0	39.6966666666667	-104.807583333333	NA
193	US008	US008.1	1	inv	1.9064	NA	0	0	2005	4	9.532	5	0.645216646802395	0	45.9163333333333	-118.441166666667	NA
194	US008	US008.3	3	inv	0.43	5	1	8	2005	4	5.16	12	-0.843970070294529	16.4297166589607	45.9163333333333	-118.441166666667	1.6094379124341
195	US008	US008.11	11	inv	1.772	NA	0	0	2005	4	8.86	5	0.572108852182889	0	45.9163333333333	-118.441166666667	NA
196	US008	US008.7	7	inv	0.492857143	NA	0	0	2005	4	3.45	7	-0.70753591772219	0	45.9163333333333	-118.441166666667	NA
197	US008	US008.2	2	inv	0.383571429	NA	0	0	2005	4	5.37	14	-0.958229419977167	0	45.9163333333333	-118.441166666667	NA
198	US009	US009.12	12	inv	0.562466667	NA	0	0	2005	4	8.437	15	-0.575423405326093	0	45.60475	-120.816027777778	NA
199	US009	US009.5	5	inv	2.306142857	NA	0	0	2005	4	16.143	7	0.835576370058133	0	45.60475	-120.816027777778	NA
200	US009	US009.11	11	inv	0.658625	NA	0	0	2005	4	5.269	8	-0.417600950452687	0	45.60475	-120.816027777778	NA
201	US009	US009.7	7	inv	0.744142857	NA	0	0	2005	4	5.209	7	-0.295522250484234	0	45.60475	-120.816027777778	NA
202	US009	US009.8	8	inv	0.314666667	NA	0	0	2005	4	4.72	15	-1.15624140044542	0	45.60475	-120.816027777778	NA
203	US010	US010.9	9	inv	0.669066667	NA	0	0	2005	4	10.036	15	-0.401871572099828	0	43.8371388888889	-105.125388888889	NA
204	US010	US010.1	1	inv	0.5808	NA	0	0	2005	4	8.712	15	-0.543348815471551	0	43.8371388888889	-105.125388888889	NA
205	US010	US010.6	6	inv	0.667571429	NA	0	0	2005	4	9.346	14	-0.404108884695038	0	43.8371388888889	-105.125388888889	NA
206	US010	US010.5	5	inv	0.5196	NA	0	0	2005	4	7.794	15	-0.654695994185693	0	43.8371388888889	-105.125388888889	NA
207	US010	US010.2	2	inv	0.608933333	NA	0	0	2005	4	9.134	15	-0.496046486886808	0	43.8371388888889	-105.125388888889	NA
208	US011	US011.12	12	inv	0.783066667	6.6	5	33	2005	4	11.746	15	-0.244537443576205	35.0610859499474	43.3855277777778	-106.937333333333	1.88706964903238
209	US011	US011.7	7	inv	0.799733333	7	1	7	2005	4	11.996	15	-0.223476940632253	15.3414998294714	43.3855277777778	-106.937333333333	1.94591014905531
210	US011	US011.13	13	inv	0.810133333	9	5	33	2005	4	12.152	15	-0.210556436220193	35.0610859499474	43.3855277777778	-106.937333333333	2.19722457733622
211	US011	US011.1	1	inv	0.7926	NA	0	0	2005	4	11.889	15	-0.232436598225802	0	43.3855277777778	-106.937333333333	NA
212	US011	US011.8	8	inv	0.9402	3	12	80	2005	4	14.103	15	-0.0616626603921069	63.4340857860124	43.3855277777778	-106.937333333333	1.09861228866811
213	US012	US012.35	35	inv	0.987866667	4.29	14	93	2001	8	14.818	15	-0.0122075427703174	74.6572757142422	40.5281527777778	-104.848788888889	1.45628673293993
214	US012	US012.29	29	inv	0.848266667	3.8	10	67	2001	8	12.724	15	-0.164560226822354	54.9376895937662	40.5281527777778	-104.848788888889	1.33500106673234
215	US012	US012.31	31	inv	1.01	3.33	12	80	2001	8	15.15	15	0.00995033085316809	63.4340857860124	40.5281527777778	-104.848788888889	1.20297230399235
216	US012	US012.28	28	inv	0.848733333	5.7	10	67	2001	8	12.731	15	-0.164010237415444	54.9376895937662	40.5281527777778	-104.848788888889	1.7404661748405
217	US012	US012.22	22	inv	0.734	6	1	7	2001	8	11.01	15	-0.309246250367621	15.3414998294714	40.5281527777778	-104.848788888889	1.79175946922805
218	US013	US013.23	23	inv	1.009333333	4.8	10	67	2002	7	15.14	15	0.00929004657684171	54.9376895937662	40.5612027777778	-104.865452777778	1.56861591791385
219	US013	US013.25	25	inv	1.0964	6.4	5	33	2002	7	16.446	15	0.0920320854464937	35.0610859499474	40.5612027777778	-104.865452777778	1.85629799036563
220	US013	US013.2	2	inv	1.0728	5.45	11	73	2002	7	16.092	15	0.0702720529853317	58.6927552214285	40.5612027777778	-104.865452777778	1.69561560867515
221	US013	US013.14	14	inv	1.0214	3.67	6	40	2002	7	15.321	15	0.0211742352314066	39.2309867360158	40.5612027777778	-104.865452777778	1.30019166206648
222	US013	US013.4	4	inv	1.0214	3.93	15	100	2002	7	15.321	15	0.0211742352314066	89.9987755437136	40.5612027777778	-104.865452777778	1.36863942588117
223	US014	US014.22	22	inv	0.817333333	5	11	73	2002	7	12.26	15	-0.201708271001975	58.6927552214285	40.1222666666667	-101.280283333333	1.6094379124341
224	US014	US014.17	17	inv	1.401733333	3.36	11	73	2002	7	21.026	15	0.337709565813628	58.6927552214285	40.1222666666667	-101.280283333333	1.21194097397511
225	US014	US014.20	20	inv	1.039	3	2	13	2002	7	15.585	15	0.0382587121170903	21.1340046812644	40.1222666666667	-101.280283333333	1.09861228866811
226	US014	US014.4	4	inv	1.9998	6.13	8	53	2002	7	29.997	15	0.693047175559612	46.7192707561679	40.1222666666667	-101.280283333333	1.81319474994812
227	US014	US014.16	16	inv	1.335133333	3.67	15	100	2002	7	20.027	15	0.289031161771413	89.9987755437136	40.1222666666667	-101.280283333333	1.30019166206648
228	US015	US015.2	2	inv	1.238066667	4.08	13	87	2002	7	18.571	15	0.213551023377943	68.8647708624491	42.7253611111111	-118.001033333333	1.40609698841607
229	US015	US015.15	15	inv	1.197933333	4.21	14	93	2002	7	17.969	15	0.18059784956385	74.6572757142422	42.7253611111111	-118.001033333333	1.43746264769429
230	US015	US015.17	17	inv	1.129533333	3.79	14	93	2002	7	16.943	15	0.121804567778652	74.6572757142422	42.7253611111111	-118.001033333333	1.33236601909433
231	US015	US015.13	13	inv	1.134	4.53	15	100	2002	7	17.01	15	0.12575120530556	89.9987755437136	42.7253611111111	-118.001033333333	1.51072193949494
232	US015	US015.3	3	inv	1.387666667	3.14	14	93	2002	7	20.815	15	0.32762367978494	74.6572757142422	42.7253611111111	-118.001033333333	1.14422279992016
233	US016	US016.3	3	inv	0.436	NA	0	0	2002	7	1.308	3	-0.830113035633103	0	46.8681166666667	-109.066486111111	NA
234	US016	US016.8	8	inv	0.092625	NA	0	0	2002	7	0.741	8	-2.37919619536589	0	46.8681166666667	-109.066486111111	NA
235	US016	US016.4	4	inv	0.338	NA	0	0	2002	7	1.352	4	-1.08470938349912	0	46.8681166666667	-109.066486111111	NA
236	US016	US016.5	5	inv	0.3656	7	1	20	2002	7	1.828	5	-1.00621543940214	26.5646897577012	46.8681166666667	-109.066486111111	1.94591014905531
237	US016	US016.6	6	inv	0.795333333	NA	0	0	2002	7	4.772	6	-0.228993965411497	0	46.8681166666667	-109.066486111111	NA
238	US016	US016.9	9	inv	1.269	6	1	100	2002	7	1.269	1	0.238229188732251	89.9987755437136	46.8681166666667	-109.066486111111	1.79175946922805
239	US016	US016.2	2	inv	1.379666667	NA	0	0	2002	7	4.139	3	0.32184192434009	0	46.8681166666667	-109.066486111111	NA
240	US017	US017.36	36	inv	0.898533333	5.22	9	60	2002	7	13.478	15	-0.10699147494916	50.7677888076978	40.4211055555556	-122.555069444444	1.65249740189455
241	US017	US017.9	9	inv	1.297785714	6.75	12	86	2002	7	18.169	14	0.26065951528489	68.0263147034908	40.4211055555556	-122.555069444444	1.90954250488444
242	US017	US017.4	4	inv	1.530933333	7.67	6	40	2002	7	22.964	15	0.425877570985448	39.2309867360158	40.4211055555556	-122.555069444444	2.03731661537916
243	US017	US017.15	15	inv	1.154666667	7.64	14	93	2002	7	17.32	15	0.143811702320763	74.6572757142422	40.4211055555556	-122.555069444444	2.03339760317843
244	US017	US017.12	12	inv	0.863333333	6.57	7	47	2002	7	12.95	15	-0.146954413342764	43.2795047875457	40.4211055555556	-122.555069444444	1.88251383249652
245	US018	US018.31	31	inv	1.161666667	5.08	13	87	2002	7	17.425	15	0.149855755831322	68.8647708624491	43.5467722222222	-118.913991666667	1.62531126159039
246	US018	US018.16	16	inv	1.054266667	5.67	6	40	2002	7	15.814	15	0.0528454228627008	39.2309867360158	43.5467722222222	-118.913991666667	1.73518911773966
247	US018	US018.11	11	inv	1.095133333	5.58	12	80	2002	7	16.427	15	0.0908761211524757	63.4340857860124	43.5467722222222	-118.913991666667	1.71918877639322
248	US018	US018.17	17	inv	0.921066667	NA	0	0	2002	7	13.816	15	-0.0822228598959334	0	43.5467722222222	-118.913991666667	NA
249	US018	US018.5	5	inv	1.441266667	3.67	12	80	2002	7	21.619	15	0.365522356801395	63.4340857860124	43.5467722222222	-118.913991666667	1.30019166206648
250	US019	US019.6	6	inv	1.2774	7.78	9	60	2002	7	19.161	15	0.244826762145352	50.7677888076978	40.8023416666667	-104.409911111111	2.0515563381903
251	US019	US019.5	5	inv	1.121466667	4.86	14	93	2002	7	16.822	15	0.114637352735265	74.6572757142422	40.8023416666667	-104.409911111111	1.5810384379124
252	US019	US019.2	2	inv	0.9056	9	7	47	2002	7	13.584	15	-0.0991575715332186	43.2795047875457	40.8023416666667	-104.409911111111	2.19722457733622
253	US019	US019.14	14	inv	0.996933333	7.86	7	47	2002	7	14.954	15	-0.00307137885884499	43.2795047875457	40.8023416666667	-104.409911111111	2.06178660644112
254	US019	US019.11	11	inv	1.116066667	7.5	4	27	2002	7	16.741	15	0.109810599630106	31.3060203222851	40.8023416666667	-104.409911111111	2.01490302054226
255	US020	US020.27	27	inv	1.511533333	6.2	10	67	2002	7	22.673	15	0.413124587921769	54.9376895937662	46.9839888888889	-119.580186111111	1.82454929205105
256	US020	US020.42	42	inv	1.292866667	4.47	15	100	2002	7	19.393	15	0.256861975369719	89.9987755437136	46.9839888888889	-119.580186111111	1.49738840862548
257	US020	US020.12	12	inv	1.109933333	4.64	14	93	2002	7	16.649	15	0.104299953160187	74.6572757142422	46.9839888888889	-119.580186111111	1.53471436623816
258	US020	US020.4	4	inv	0.805666667	4.67	15	100	2002	7	12.085	15	-0.216085186533028	89.9987755437136	46.9839888888889	-119.580186111111	1.54115907168081
259	US020	US020.24	24	inv	1.5248	3.69	13	87	2002	7	22.872	15	0.421863253917801	68.8647708624491	46.9839888888889	-119.580186111111	1.30562645805244
260	US021	US021.10	10	inv	0.942466667	3.67	3	20	2002	7	14.137	15	-0.0592547268636327	26.5646897577012	46.617	-110.092138888889	1.30019166206648
261	US021	US021.8	8	inv	1.418066667	5	2	13	2002	7	21.271	15	0.349294441814365	21.1340046812644	46.617	-110.092138888889	1.6094379124341
262	US021	US021.5	5	inv	1.3588	8.75	4	27	2002	7	20.382	15	0.306601957304292	31.3060203222851	46.617	-110.092138888889	2.16905370036952
263	US021	US021.3	3	inv	1.5306	5.4	10	67	2002	7	22.959	15	0.425659815393684	54.9376895937662	46.617	-110.092138888889	1.68639895357023
264	US021	US021.1	1	inv	1.196133333	11.8	5	33	2002	7	17.942	15	0.179094131756206	35.0610859499474	46.617	-110.092138888889	2.46809953147162
265	US022	US022.42	42	inv	1.179	3.09	11	73	2002	7	17.685	15	0.164666621555234	58.6927552214285	45.74515	-119.784683333333	1.12817109090965
266	US022	US022.17	17	inv	1.363933333	4.08	13	87	2002	7	20.459	15	0.310372682127088	68.8647708624491	45.74515	-119.784683333333	1.40609698841607
267	US022	US022.41	41	inv	1.452733333	5	8	53	2002	7	21.791	15	0.373446839183122	46.7192707561679	45.74515	-119.784683333333	1.6094379124341
268	US022	US022.23	23	inv	1.197866667	3.64	14	93	2002	7	17.968	15	0.18054219717215	74.6572757142422	45.74515	-119.784683333333	1.29198368164865
269	US022	US022.31	31	inv	1.302066667	5.31	13	87	2002	7	19.531	15	0.263952746008548	68.8647708624491	45.74515	-119.784683333333	1.66959183525385
270	US023	US023.26	26	inv	1.4106	6	7	47	2002	7	21.159	15	0.344015145791942	43.2795047875457	39.224275	-103.122291666667	1.79175946922805
271	US023	US023.41	41	inv	1.753266667	3.6	15	100	2002	7	26.299	15	0.561480714735056	89.9987755437136	39.224275	-103.122291666667	1.28093384546206
272	US023	US023.12	12	inv	1.375466667	5.14	14	93	2002	7	20.632	15	0.318793067719176	74.6572757142422	39.224275	-103.122291666667	1.63705307946707
273	US023	US023.45	45	inv	1.243266667	4.8	15	100	2002	7	18.649	15	0.21774232451521	89.9987755437136	39.224275	-103.122291666667	1.56861591791385
274	US023	US023.34	34	inv	1.536066667	5.13	15	100	2002	7	23.041	15	0.429225036778389	89.9987755437136	39.224275	-103.122291666667	1.63510565918268
275	US024	US024.3	3	inv	0.373	NA	0	0	2003	6	1.119	3	-0.986176859338322	0	34.8557	-110.235983333333	NA
276	US024	US024.1	1	inv	0.935333333	3	3	50	2003	6	5.612	6	-0.0668523073442197	44.9993877718568	34.8557	-110.235983333333	1.09861228866811
277	US024	US024.2	2	inv	0.999	NA	0	0	2003	6	0.999	1	-0.00100050033358353	0	34.8557	-110.235983333333	NA
278	US025	US025.16	16	inv	1.214533333	5.18	11	73	2002	7	18.218	15	0.194359914945954	58.6927552214285	46.8530555555556	-115.59	1.64480505627139
279	US025	US025.2	2	inv	1.653	7.67	12	80	2002	7	24.795	15	0.502591818838887	63.4340857860124	46.8530555555556	-115.59	2.03731661537916
280	US025	US025.22	22	inv	0.965133333	NA	0	0	2002	7	14.477	15	-0.0354890182756789	0	46.8530555555556	-115.59	NA
281	US025	US025.27	27	inv	1.7842	5.23	13	87	2002	7	26.763	15	0.578970135497546	68.8647708624491	46.8530555555556	-115.59	1.65441127807683
282	US025	US025.17	17	inv	1.021	NA	0	0	2002	7	15.315	15	0.0207825391825284	0	46.8530555555556	-115.59	NA
283	US026	US026.3	3	inv	1.319666667	6.9	10	67	2002	7	19.795	15	0.277379179708473	54.9376895937662	40.3719055555556	-104.472561111111	1.93152141160321
284	US026	US026.23	23	inv	1.4828	4.27	11	73	2002	7	22.242	15	0.39393219229444	58.6927552214285	40.3719055555556	-104.472561111111	1.45161382724053
285	US026	US026.35	35	inv	1.302533333	4.25	12	80	2002	7	19.538	15	0.264311085872629	63.4340857860124	40.3719055555556	-104.472561111111	1.44691898293633
286	US026	US026.24	24	inv	1.502533333	4.5	12	80	2002	7	22.538	15	0.4071525722061	63.4340857860124	40.3719055555556	-104.472561111111	1.50407739677627
287	US026	US026.15	15	inv	1.328266667	4.08	12	80	2002	7	19.924	15	0.283874834359781	63.4340857860124	40.3719055555556	-104.472561111111	1.40609698841607
