PopID	MomID	Mom	Origin	SeedWt	GermAvgDate	GermCount	GermPercent	CollYear	SeedAgeYrs	ComboSeedWt	SeedCount	Sdwt.log	GermPerc.arsq	Latitude	Longitude	AvgGermDate.log
40	HU001	HU001.28	28	nat	1.0814	3.08	13	87	2008	1	16.221	15	0.0782564979657673	68.8647708624491	47.6419444444444	18.7825	1.12492959698548
41	HU001	HU001.5	5	nat	1.1152	3.36	14	93	2008	1	16.728	15	0.109033761024122	74.6572757142422	47.6419444444444	18.7825	1.21194097397511
42	RO001	RO001.28	28	nat	0.671466667	3.38	8	53	2008	1	10.072	15	-0.398290903863738	46.7192707561679	44.1102777777778	28.6369444444444	1.21787570949493
43	RO001	RO001.6	6	nat	1.142733333	3.73	15	100	2008	1	17.141	15	0.133423053131012	89.9987755437136	44.1102777777778	28.6369444444444	1.31640823365572
44	RO001	RO001.21	21	nat	0.772333333	5.14	14	93	2008	1	11.585	15	-0.258339043649463	74.6572757142422	44.1102777777778	28.6369444444444	1.63705307946707
45	RO001	RO001.12	12	nat	0.760333333	3.85	13	87	2008	1	11.405	15	-0.273998345804263	68.8647708624491	44.1102777777778	28.6369444444444	1.34807314829969
46	RO001	RO001.13	13	nat	1.091866667	5.67	15	100	2008	1	16.378	15	0.0878887700510739	89.9987755437136	44.1102777777778	28.6369444444444	1.73518911773966
47	RO002	RO002.13	13	nat	0.9448	3.4	15	100	2005	4	14.172	15	-0.0567820140989845	89.9987755437136	43.9024333333333	28.5739166666667	1.22377543162212
48	RO002	RO002.15	15	nat	0.775933333	3	15	100	2005	4	11.639	15	-0.253688673571961	89.9987755437136	43.9024333333333	28.5739166666667	1.09861228866811
49	RO002	RO002.12	12	nat	0.8974	3	15	100	2005	4	13.461	15	-0.108253585440254	89.9987755437136	43.9024333333333	28.5739166666667	1.09861228866811
50	RO002	RO002.22	22	nat	0.728466667	3.31	13	87	2005	4	10.927	15	-0.31681341005602	68.8647708624491	43.9024333333333	28.5739166666667	1.19694818938897
51	RO002	RO002.18	18	nat	0.6476	5.31	13	87	2005	4	9.714	15	-0.434482057178657	68.8647708624491	43.9024333333333	28.5739166666667	1.66959183525385
52	RO003	RO003.21	21	nat	0.8478	3.93	14	93	2005	4	12.717	15	-0.1651105200636	74.6572757142422	44.3896666666667	28.5266388888889	1.36863942588117
53	RO003	RO003.11	11	nat	0.877333333	3.46	13	87	2005	4	13.16	15	-0.130868275584978	68.8647708624491	44.3896666666667	28.5266388888889	1.24126858906963
54	RO003	RO003.15	15	nat	0.671733333	3.67	12	80	2005	4	10.076	15	-0.397893843108075	63.4340857860124	44.3896666666667	28.5266388888889	1.30019166206648
55	RO003	RO003.4	4	nat	1.211466667	3.08	12	80	2005	4	18.172	15	0.191831747070095	63.4340857860124	44.3896666666667	28.5266388888889	1.12492959698548
56	RO003	RO003.9	9	nat	1.020266667	3.29	14	93	2005	4	15.304	15	0.0200640313624537	74.6572757142422	44.3896666666667	28.5266388888889	1.19088756477728
57	RO004	RO004.12	12	nat	1.018133333	3.08	13	87	2005	4	15.272	15	0.0179708849938399	68.8647708624491	45.5761833333333	29.51805	1.12492959698548
58	RO004	RO004.3	3	nat	1.029933333	3.08	13	87	2005	4	15.449	15	0.0294940749040571	68.8647708624491	45.5761833333333	29.51805	1.12492959698548
59	RO004	RO004.21	21	nat	1.0352	3	13	87	2005	4	15.528	15	0.034594644764499	68.8647708624491	45.5761833333333	29.51805	1.09861228866811
60	RO004	RO004.20	20	nat	0.895333333	3.45	11	73	2005	4	13.43	15	-0.110559190939365	58.6927552214285	45.5761833333333	29.51805	1.23837423104327
61	RO004	RO004.13	13	nat	1.0412	3.43	14	93	2005	4	15.618	15	0.0403738941382732	74.6572757142422	45.5761833333333	29.51805	1.23256026117785
62	RO005	RO005.15	15	nat	0.6148	3.3	10	67	2005	4	9.222	15	-0.486458267317696	54.9376895937662	45.4978611111111	27.9118055555556	1.19392246847243
63	RO005	RO005.25	25	nat	0.863066667	3.15	13	87	2005	4	12.946	15	-0.147263340592672	68.8647708624491	45.4978611111111	27.9118055555556	1.14740245283754
64	RO005	RO005.23	23	nat	0.723066667	3.47	15	100	2005	4	10.846	15	-0.324253852222342	89.9987755437136	45.4978611111111	27.9118055555556	1.24415459395877
65	RO005	RO005.17	17	nat	0.819866667	3.2	15	100	2005	4	12.298	15	-0.198613553164362	89.9987755437136	45.4978611111111	27.9118055555556	1.16315080980568
66	RO005	RO005.14	14	nat	0.746	3	11	73	2005	4	11.19	15	-0.293029678778376	58.6927552214285	45.4978611111111	27.9118055555556	1.09861228866811
67	RU001	RU001.7	7	nat	0.966933333	3.67	12	80	2006	3	14.504	15	-0.0336257279943927	63.4340857860124	51.38333333	56.8	1.30019166206648
68	RU001	RU001.2	2	nat	1.443733333	3.23	13	87	2006	3	21.656	15	0.367232350978907	68.8647708624491	51.38333333	56.8	1.17248213723457
69	RU001	RU001.6	6	nat	1.206733333	3.36	11	73	2006	3	18.101	15	0.187916983985978	58.6927552214285	51.38333333	56.8	1.21194097397511
70	RU001	RU001.10	10	nat	0.9482	3.8	10	67	2006	3	14.223	15	-0.053189828514119	54.9376895937662	51.38333333	56.8	1.33500106673234
71	RU001	RU001.9	9	nat	0.605466667	4	6	40	2006	3	9.082	15	-0.501755767875911	39.2309867360158	51.38333333	56.8	1.38629436111989
72	RU002	RU002.6	6	nat	1.284	4.2	5	100	2006	3	3.852	5	0.249980205267769	NA	49.1791667	53.2422611	1.43508452528932
73	RU002	RU002.2	2	nat	1.256833333	4.4	5	83	2006	3	7.541	6	0.228595329727238	65.6490432238827	49.1791667	53.2422611	1.48160454092422
74	RU002	RU002.3	3	nat	0.81225	NA	0	0	2006	3	3.249	4	-0.207947104432927	0	49.1791667	53.2422611	NA
75	RU002	RU002.5	5	nat	1.243333333	3.25	4	67	2006	3	7.46	6	0.217795944719518	54.9376895937662	49.1791667	53.2422611	1.17865499634165
76	RU002	RU002.4	4	nat	0.8145	NA	0	0	2006	3	1.629	2	-0.205180850940037	0	49.1791667	53.2422611	NA
77	RU002	RU002.1	1	nat	1.840166667	3.8	5	83	2006	3	11.041	6	0.609856147410088	65.6490432238827	49.1791667	53.2422611	1.33500106673234
78	RU003	RU003.1	1	nat	1.547625	3.83	6	75	2006	3	12.381	8	0.436721497758719	59.9991836958091	38.1625	54.8	1.34286480319255
79	RU003	RU003.5	5	nat	1.0755	NA	0	0	2006	3	6.453	6	0.0727856697256476	0	38.1625	54.8	NA
80	RU003	RU003.4	4	nat	1.444166667	4	5	83	2006	3	8.665	6	0.367532454170328	65.6490432238827	38.1625	54.8	1.38629436111989
81	RU003	RU003.7	7	nat	1.580166667	3.33	6	100	2006	3	9.481	6	0.457530326918715	89.9987755437136	38.1625	54.8	1.20297230399235
82	RU003	RU003.3	3	nat	1.438666667	3	5	83	2006	3	8.632	6	0.363716758959474	65.6490432238827	38.1625	54.8	1.09861228866811
83	RU004	RU004.6	6	nat	1.7885	3.75	4	100	2006	3	7.154	4	0.581377279716935	89.9987755437136	60.16666667	55.01666667	1.32175583998232
84	RU004	RU004.9	9	nat	1.07375	5	1	25	2006	3	4.295	4	0.0711571943163281	29.9995918479045	60.16666667	55.01666667	1.6094379124341
85	RU004	RU004.7	7	nat	1.5675	3.5	6	100	2006	3	9.405	6	0.449481993524939	89.9987755437136	60.16666667	55.01666667	1.25276296849537
86	RU004	RU004.8	8	nat	1.37325	3.33	3	75	2006	3	5.493	4	0.317180193240593	59.9991836958091	60.16666667	55.01666667	1.20297230399235
87	RU004	RU004.5	5	nat	1.26	5	3	75	2006	3	5.04	4	0.231111720963387	59.9991836958091	60.16666667	55.01666667	1.6094379124341
88	RU004	RU004.10	10	nat	1.2482	8.5	4	80	2006	3	6.241	5	0.221702513517806	63.4340857860124	60.16666667	55.01666667	2.14006616349627
89	RU005	RU005.3	3	nat	1.1658	3	3	60	2006	3	5.829	5	0.153407546629312	50.7677888076978	49.1876667	53.2534694	1.09861228866811
90	RU005	RU005.11	11	nat	1.271666667	3	5	83	2006	3	7.63	6	0.240328376330434	65.6490432238827	49.1876667	53.2534694	1.09861228866811
91	RU005	RU005.7	7	nat	1.061857143	3.5	6	86	2006	3	7.433	7	0.0600193968223782	68.0263147034908	49.1876667	53.2534694	1.25276296849537
92	RU005	RU005.5	5	nat	1.6105	3.38	8	100	2006	3	12.884	8	0.476544689789117	89.9987755437136	49.1876667	53.2534694	1.21787570949493
93	RU005	RU005.6	6	nat	1.729875	4.13	8	100	2006	3	13.839	8	0.548049151563957	89.9987755437136	49.1876667	53.2534694	1.41827740697294
94	RU006	RU006.7	7	nat	1.000666667	3	14	93	2006	3	15.01	15	0.000666444876271733	74.6572757142422	44.13999722	44.02	1.09861228866811
95	RU006	RU006.15	15	nat	0.825866667	10	1	7	2006	3	12.388	15	-0.191321938587637	15.3414998294714	44.13999722	44.02	2.30258509299405
96	RU006	RU006.4	4	nat	0.693266667	NA	0	0	2006	3	10.399	15	-0.366340552943299	0	44.13999722	44.02	NA
97	RU006	RU006.13	13	nat	0.671466667	7	1	7	2006	3	10.072	15	-0.398290903863738	15.3414998294714	44.13999722	44.02	1.94591014905531
98	RU006	RU006.17	17	nat	0.8468	3.5	2	13	2006	3	12.702	15	-0.166290739721427	21.1340046812644	44.13999722	44.02	1.25276296849537
99	RU007	RU007.19	19	nat	0.629066667	7.33	3	20	2002	7	9.436	15	-0.463518039026896	26.5646897577012	45.3258333333333	37.2236111111111	1.99197551589856
100	RU007	RU007.6	6	nat	1.0526	3.5	12	80	2002	7	15.789	15	0.0512632939375415	63.4340857860124	45.3258333333333	37.2236111111111	1.25276296849537
101	RU007	RU007.23	23	nat	0.896133333	6	3	20	2002	7	13.442	15	-0.109666067926404	26.5646897577012	45.3258333333333	37.2236111111111	1.79175946922805
102	RU007	RU007.20	20	nat	0.743	4.11	9	60	2002	7	11.145	15	-0.297059234264378	50.7677888076978	45.3258333333333	37.2236111111111	1.41342302850814
103	RU007	RU007.16	16	nat	0.955266667	6.57	7	47	2002	7	14.329	15	-0.0457647450188016	43.2795047875457	45.3258333333333	37.2236111111111	1.88251383249652
104	RU008	RU008.16	16	nat	0.892266667	3.33	15	100	2006	3	13.384	15	-0.113990237044107	89.9987755437136	44.05	43.06000278	1.20297230399235
105	RU008	RU008.17	17	nat	1.223266667	3.36	14	93	2006	3	18.349	15	0.201524876273101	74.6572757142422	44.05	43.06000278	1.21194097397511
106	RU008	RU008.21	21	nat	1.034933333	3.29	14	93	2006	3	15.524	15	0.0343370120823678	74.6572757142422	44.05	43.06000278	1.19088756477728
107	RU008	RU008.19	19	nat	0.9062	3.38	13	87	2006	3	13.593	15	-0.0984952467490992	68.8647708624491	44.05	43.06000278	1.21787570949493
108	RU008	RU008.18	18	nat	1.227133333	3.2	15	100	2006	3	18.407	15	0.204680825676739	89.9987755437136	44.05	43.06000278	1.16315080980568
109	TR001	TR001.24	24	nat	0.975133333	5.27	15	100	2008	1	14.627	15	-0.0251810655390924	89.9987755437136	41.7511111111111	27.2477777777778	1.66203036255327
110	TR001	TR001.12	12	nat	1.044466667	3.4	15	100	2008	1	15.667	15	0.0435063886282821	89.9987755437136	41.7511111111111	27.2477777777778	1.22377543162212
111	TR001	TR001.10	10	nat	1.077066667	3	14	93	2008	1	16.156	15	0.0742412969084389	74.6572757142422	41.7511111111111	27.2477777777778	1.09861228866811
112	TR001	TR001.19	19	nat	1.0426875	5	14	88	2008	1	16.683	16	0.0418015146337554	69.7311502342649	41.7511111111111	27.2477777777778	1.6094379124341
113	TR001	TR001.1	1	nat	0.9884	3.36	11	73	2008	1	14.826	15	-0.0116678048676821	58.6927552214285	41.7511111111111	27.2477777777778	1.21194097397511
114	TR003	TR003.6	6	nat	2.267466667	3	10	67	2002	7	34.012	15	0.818663202568343	54.9376895937662	38.7672222222222	37.0038888888889	1.09861228866811
115	TR003	TR003.15	15	nat	2.118866667	5.83	12	80	2002	7	31.783	15	0.750881354701449	63.4340857860124	38.7672222222222	37.0038888888889	1.7630170003624
116	TR003	TR003.2	2	nat	2.009933333	5.09	11	73	2002	7	30.149	15	0.698101553859234	58.6927552214285	38.7672222222222	37.0038888888889	1.62727783056243
117	TR003	TR003.14	14	nat	2.8678	4.54	13	87	2002	7	43.017	15	1.0535451852988	68.8647708624491	38.7672222222222	37.0038888888889	1.51292701205326
118	TR003	TR003.24	24	nat	2.425666667	3.43	14	93	2002	7	36.385	15	0.886106400834259	74.6572757142422	38.7672222222222	37.0038888888889	1.23256026117785
119	TR004	TR004.18	18	nat	3.081666667	3.69	13	87	2002	7	46.225	15	1.12547057627915	68.8647708624491	38.3672222222222	42.7736111111111	1.30562645805244
120	TR004	TR004.27	27	nat	2.810066667	4.75	8	53	2002	7	42.151	15	1.03320820797526	46.7192707561679	38.3672222222222	42.7736111111111	1.55814461804655
121	TR004	TR004.8	8	nat	3.532866667	5.1	10	67	2002	7	52.993	15	1.26210962834983	54.9376895937662	38.3672222222222	42.7736111111111	1.62924053973028
122	TR004	TR004.14	14	nat	2.875066667	3.46	13	87	2002	7	43.126	15	1.0560758625022	68.8647708624491	38.3672222222222	42.7736111111111	1.24126858906963
123	TR004	TR004.2	2	nat	1.766066667	7.33	3	20	2002	7	26.491	15	0.56875485175237	26.5646897577012	38.3672222222222	42.7736111111111	1.99197551589856
124	TR005	TR005.24	24	nat	1.7212	NA	0	0	2002	7	25.818	15	0.543021721982308	0	39.7825	41.0736111111111	NA
125	TR005	TR005.14	14	nat	1.558066667	3	1	7	2002	7	23.371	15	0.443445736648618	15.3414998294714	39.7825	41.0736111111111	1.09861228866811
126	TR005	TR005.9	9	nat	2.2758	5.33	9	60	2002	7	34.137	15	0.822331638940771	50.7677888076978	39.7825	41.0736111111111	1.67335123817775
127	TR005	TR005.18	18	nat	3.4166	3.2	15	100	2002	7	51.249	15	1.22864590453082	89.9987755437136	39.7825	41.0736111111111	1.16315080980568
128	TR005	TR005.20	20	nat	2.5178	4.25	12	80	2002	7	37.767	15	0.923385504350022	63.4340857860124	39.7825	41.0736111111111	1.44691898293633
129	UA001	UA001.25	25	nat	1.327866667	3.55	11	73	2006	3	19.918	15	0.283573644658267	58.6927552214285	48.1006666666667	37.8161111111111	1.26694760348732
130	UA001	UA001.11	11	nat	1.040733333	3	8	53	2006	3	15.611	15	0.0399255925520325	46.7192707561679	48.1006666666667	37.8161111111111	1.09861228866811
131	UA001	UA001.22	22	nat	0.848333333	3.29	7	47	2006	3	12.725	15	-0.164481639058551	43.2795047875457	48.1006666666667	37.8161111111111	1.19088756477728
132	UA001	UA001.18	18	nat	0.8096	4	7	47	2006	3	12.144	15	-0.211214980448936	43.2795047875457	48.1006666666667	37.8161111111111	1.38629436111989
133	UA001	UA001.19	19	nat	0.684533333	5	1	7	2006	3	10.268	15	-0.379017938580266	15.3414998294714	48.1006666666667	37.8161111111111	1.6094379124341
134	UA002	UA002.14	14	nat	0.859266667	3.2	5	33	2006	3	12.889	15	-0.15167596629164	35.0610859499474	48.1523333333333	37.8405833333333	1.16315080980568
135	UA002	UA002.15	15	nat	1.1018	3.18	11	73	2006	3	16.527	15	0.096945206056479	58.6927552214285	48.1523333333333	37.8405833333333	1.15688119679209
136	UA002	UA002.13	13	nat	0.774333333	3.4	5	33	2006	3	11.615	15	-0.255752835310316	35.0610859499474	48.1523333333333	37.8405833333333	1.22377543162212
137	UA002	UA002.7	7	nat	0.384733333	NA	0	0	2006	3	5.771	15	-0.955204826239782	0	48.1523333333333	37.8405833333333	NA
138	UA002	UA002.18	18	nat	0.8308	3.14	7	47	2006	3	12.462	15	-0.18536618698018	43.2795047875457	48.1523333333333	37.8405833333333	1.14422279992016
139	UA003	UA003.7A	7A	nat	2.561533333	6	15	100	2006	3	38.423	15	0.940606037390725	89.9987755437136	50.48075	30.4863055555556	1.79175946922805
140	UA003	UA003.6	6	nat	1.426733333	4.29	14	93	2006	3	21.401	15	0.35538744857216	74.6572757142422	50.48075	30.4863055555556	1.45628673293993
141	UA003	UA003.9A	9A	nat	1.7046	3.83	12	80	2006	3	25.569	15	0.53333047910606	63.4340857860124	50.48075	30.4863055555556	1.34286480319255
142	UA003	UA003.8	8	nat	1.434066667	3.92	12	80	2006	3	21.511	15	0.36051423133389	63.4340857860124	50.48075	30.4863055555556	1.36609165380237
143	UA003	UA003.11A	11A	nat	1.5922	3.75	12	80	2006	3	23.883	15	0.465116707672341	63.4340857860124	50.48075	30.4863055555556	1.32175583998232
144	UA004	UA004.7	7	nat	1.356733333	3	8	53	2006	3	20.351	15	0.305079849382513	46.7192707561679	48.6460277777778	30.7750833333333	1.09861228866811
145	UA004	UA004.15	15	nat	1.353266667	3.77	13	87	2006	3	20.299	15	0.302521422894738	68.8647708624491	48.6460277777778	30.7750833333333	1.32707500145992
146	UA004	UA004.18	18	nat	1.2116	3	14	93	2006	3	18.174	15	0.191941800170945	74.6572757142422	48.6460277777778	30.7750833333333	1.09861228866811
147	UA004	UA004.27	27	nat	1.311933333	4.27	15	100	2006	3	19.679	15	0.271501875968665	89.9987755437136	48.6460277777778	30.7750833333333	1.45161382724053
148	UA004	UA004.5	5	nat	1.343933333	3.6	15	100	2006	3	20.159	15	0.295600637448048	89.9987755437136	48.6460277777778	30.7750833333333	1.28093384546206
149	UA005	UA005.3	3	nat	0.986733333	3	5	33	2006	3	14.801	15	-0.0133554553849734	35.0610859499474	47.862	38.4606944444444	1.09861228866811
150	UA005	UA005.13	13	nat	0.937933333	3	2	13	2006	3	14.069	15	-0.0640764060625251	21.1340046812644	47.862	38.4606944444444	1.09861228866811
151	UA005	UA005.15	15	nat	1.116933333	3.33	6	40	2006	3	16.754	15	0.110586834330971	39.2309867360158	47.862	38.4606944444444	1.20297230399235
152	UA005	UA005.7	7	nat	1.033266667	3.3	10	67	2006	3	15.499	15	0.032725304935305	54.9376895937662	47.862	38.4606944444444	1.19392246847243
153	UA005	UA005.18	18	nat	1.189933333	3	12	80	2006	3	17.849	15	0.173897282865033	63.4340857860124	47.862	38.4606944444444	1.09861228866811
154	UA006	UA006.10	10	nat	1.1126	6	12	80	2002	7	16.689	15	0.106699618659056	63.4340857860124	45.7083333333333	33.3497222222222	1.79175946922805
155	UA006	UA006.18	18	nat	0.9058	6.57	14	93	2002	7	13.587	15	-0.0989367478600235	74.6572757142422	45.7083333333333	33.3497222222222	1.88251383249652
156	UA006	UA006.24	24	nat	0.9258	4	13	87	2002	7	13.887	15	-0.0770970503849669	68.8647708624491	45.7083333333333	33.3497222222222	1.38629436111989
157	UA006	UA006.14	14	nat	1.068133333	5.77	13	87	2002	7	16.022	15	0.0659125763786441	68.8647708624491	45.7083333333333	33.3497222222222	1.75267208052001
158	UA006	UA006.22	22	nat	0.9266	6.23	13	87	2002	7	13.899	15	-0.0762333059995891	68.8647708624491	45.7083333333333	33.3497222222222	1.82937633279936
159	UA007	UA007.24	24	nat	1.199933333	5.09	11	73	2001	8	17.999	15	0.182265999417339	58.6927552214285	48.0922222222222	30.7497222222222	1.62727783056243
160	UA007	UA007.19	19	nat	1.2718	4.08	12	80	2001	8	19.077	15	0.24043321985117	63.4340857860124	48.0922222222222	30.7497222222222	1.40609698841607
161	UA007	UA007.17	17	nat	0.943133333	5.25	12	80	2001	8	14.147	15	-0.0585476139788446	63.4340857860124	48.0922222222222	30.7497222222222	1.65822807660353
162	UA007	UA007.28	28	nat	1.009928571	6.33	9	64	2001	8	14.139	14	0.00987960657008682	53.1293795154024	48.0922222222222	30.7497222222222	1.84530023615608
163	UA007	UA007.20	20	nat	1.1874	3.71	14	93	2001	8	17.811	15	0.171766042854438	74.6572757142422	48.0922222222222	30.7497222222222	1.31103187661934
164	UA008	UA008.25	25	nat	1.033266667	5.67	12	80	2001	8	15.499	15	0.032725304935305	63.4340857860124	46.7572222222222	32.7661111111111	1.73518911773966
165	UA008	UA008.2	2	nat	0.979533333	5.18	11	73	2001	8	14.693	15	-0.0206790115486989	58.6927552214285	46.7572222222222	32.7661111111111	1.64480505627139
166	UA008	UA008.24	24	nat	0.848466667	5.27	11	73	2001	8	12.727	15	-0.164324479699435	58.6927552214285	46.7572222222222	32.7661111111111	1.66203036255327
167	UA008	UA008.13	13	nat	0.9014	3.77	13	87	2001	8	13.521	15	-0.103806168725589	68.8647708624491	46.7572222222222	32.7661111111111	1.32707500145992
168	UA008	UA008.18	18	nat	1.325666667	3.53	15	100	2001	8	19.885	15	0.28191547780889	89.9987755437136	46.7572222222222	32.7661111111111	1.26129787094521
169	US001	US001.23	23	inv	1.1522	3.07	15	100	2008	1	17.283	15	0.141673158316146	89.9987755437136	45.6152333333333	-120.787533333333	1.12167756159911
170	US001	US001.14	14	inv	0.9968	3.07	15	100	2008	1	14.952	15	-0.00320513094894834	89.9987755437136	45.6152333333333	-120.787533333333	1.12167756159911
171	US001	US001.22	22	inv	1.126466667	3.13	15	100	2008	1	16.897	15	0.119085890572213	89.9987755437136	45.6152333333333	-120.787533333333	1.14103300455206
