PopID	Rack	Pos	Barcode	Origin	Exp	Trt	comment	CrossNum	Indiv	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	HBoltHt2	FlrHeadCount	HarvNotes	CrownDiam.mm	ShootMass.g	MsrHarvest2	HarvestDay	LfCount2	LfLgth2	LfWdth2	LfCount1	LfLgth1	LfWdth1	BoltDate	FlwrDate	FlwrCol	SLAmass.g	SLAarea	SLAdate	BoltDay	HBoltHt3	comments	FlwrNote	sla	Latitude	Longitude	lxwH	bolt.bin	BoltDay.adj
81	US001	6	45	US001-10-4	inv	mat fx	control		10	4	13	23.2	5	n	NA	NA	NA	NA	NA		0.9	3.882	2010-10-19	84	10	16.7	5.2	14	15.5	3.8				0.221	37.256	10/19/2010	NA	NA	NA	NA	168.579185520362	45.6152333333333	-120.787533333333	116	0	NA
82	US001	20	29	US001-2-4	inv	ass map	control		2	4	13	20.5	4.7	n	NA	NA	NA	NA	NA		1	3.713	2010-10-21	86	14	24.2	6.4	13	24.3	6.5				0.2	33.337	10/15/2010	NA	NA		NA	166.685	45.6152333333333	-120.787533333333	96.35	0	NA
83	US001	15	34	US001-7-3	inv	ass map	control		7	3	19	25	5.1	n	NA	NA	NA	NA	NA		0.8	4.414	2010-10-21	86	17	26.1	7.3	14	17.9	5.1				0.185	29.956	10/18/2010	NA	NA		NA	161.924324324324	45.6152333333333	-120.787533333333	127.5	0	NA
84	US002	14	21	US002-6-5	inv	ass map	control		6	5	15	23.2	4	n	NA	NA	NA	NA	NA		0.7	1.517	2010-10-19	84	13	10.8	3	7	4.5	1.2				0.101	22.939	10/14/2010	NA	NA	WTF	NA	227.118811881188	46.1822666666667	-118.82615	92.8	0	NA
85	US002	7	14	US002-3-23	inv	mat fx	control		3	23	21	27	6.2	n	NA	NA	NA	NA	NA		0.7	3.701	2010-10-21	86	22	24	5.2	14	16.4	4.2				0.204	30.57	10/18/2010	NA	NA	NA	NA	149.852941176471	46.1822666666667	-118.82615	167.4	0	NA
86	US002	6	49	US002-5-3	inv	mat fx	control		5	3	37	0	0	n	NA	NA	NA	NA	NA		0.9	NA	2010-10-19	84	21	0	0	18	11.6	3.5				NA	NA	10/19/2010	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	0	0	NA
87	US002	23	9	US002-1-1	inv	ass map	control		1	1	55	20.5	4.3	y	1	29	29	NA	2		0.6	4.665	2010-10-20	85	47	16.5	4.2	33	17.3	2.8	9/30/2010			0.079	18.544	10/19/2010	65	NA		NA	234.73417721519	46.1822666666667	-118.82615	88.15	1	68
88	US002	19	30	US002-4-1	inv	ass map	control		4	1	24	20.4	5.1	y	1	2.5	2.5	NA	NA		1.05	4.874	2010-10-21	86	20	17.9	4.3	20	17.2	5.1	10/21/2010			0.132	24.098	10/14/2010	86	NA		NA	182.560606060606	46.1822666666667	-118.82615	104.04	1	89
89	US002	7	40	US002-6-2	inv	mat fx	control		6	2	0	0	0	y	2	33.3	33.3	25.8	64		1	4.126	2010-10-21	86	11	15	2	14	12	2.5	9/16/2010			NA	NA	10/18/2010	51	NA	NA	NA	NA	46.1822666666667	-118.82615	0	1	54
90	US002	6	16	US002-6-4	inv	mat fx	control		6	4	23	24.1	6.1	n	NA	NA	NA	NA	NA		1	5.091	2010-10-19	84	12	20.5	6.5	15	15	3.4				0.145	31.653	10/19/2010	NA	NA	NA	NA	218.296551724138	46.1822666666667	-118.82615	147.01	0	NA
91	US002	6	38	US002-3-21	inv	mat fx	control		3	21	10	29.1	5.2	n	NA	NA	NA	NA	NA		0.8	3.458	2010-10-19	84	10	22.1	6.5	11	19.6	3.5				0.27	40.1	10/19/2010	NA	NA	NA	NA	148.518518518519	46.1822666666667	-118.82615	151.32	0	NA
92	US002	15	11	US002-5-8	inv	ass map	control		5	8	23	17.2	3.1	n	NA	NA	NA	NA	NA		1.1	4.072	2010-10-21	86	21	15.5	3.4	20	15.4	4.7				0.134	21.695	10/18/2010	NA	NA		NA	161.902985074627	46.1822666666667	-118.82615	53.32	0	NA
93	US002	22	27	US002-3-8	inv	ass map	control		3	8	14	34.2	8.4	y	1	7.5	7.5	NA	NA		0.9	4.453	2010-10-21	86	14	28.6	5.9	21	21.1	5.2	10/21/2010			0.316	42.723	10/15/2010	86	NA		NA	135.199367088608	46.1822666666667	-118.82615	287.28	1	89
94	US002	17	12	US002-5-11	inv	ass map	control		5	11	25	19.9	4.3	n	NA	NA	NA	NA	NA		1	4.415	2010-10-20	85	23	21.1	3.6	18	12.7	4.2				0.147	31.831	9/28/2010	NA	NA		NA	216.537414965986	46.1822666666667	-118.82615	85.57	0	NA
95	US002	20	23	US002-2-2	inv	ass map	control		2	2	23	21.5	5.1	y	1	2	2	NA	NA		1	4.398	2010-10-21	86	17	19.9	6.1	19	11.2	3.5	10/21/2010			0.193	32.695	10/15/2010	86	NA		NA	169.40414507772	46.1822666666667	-118.82615	109.65	1	89
96	US002	6	36	US002-3-24	inv	mat fx	control		3	24	18	27.5	6.3	n	NA	NA	NA	NA	NA		0.9	5.017	2010-10-19	84	27	23.5	5.4	20	16.8	3.5				0.222	40.231	10/19/2010	NA	NA	NA	NA	181.220720720721	46.1822666666667	-118.82615	173.25	0	NA
97	US002	12	36	US002-3-14	inv	ass map	control		3	14	25	30.6	6.8	n	NA	NA	NA	NA	NA		0.9	3.77	2010-10-19	84	21	30.1	5.7	16	15.4	3.4				0.138	29.881	9/28/2010	NA	NA		NA	216.528985507246	46.1822666666667	-118.82615	208.08	0	NA
98	US003	20	10	US003-13-4	inv	ass map	control		13	4	22	21.3	5.6	n	NA	NA	NA	NA	NA		0.9	2.324	2010-10-21	86	14	15.4	4.1	12	15.8	5.3				0.126	23.244	10/15/2010	NA	NA		NA	184.47619047619	46.60415	-116.64175	119.28	0	NA
99	US003	6	10	US003-3-10	inv	mat fx	control		3	10	21	24.1	5	n	NA	NA	NA	NA	NA		0.8	3.816	2010-10-19	84	18	15.1	3.8	14	14.1	3.7				0.125	20.214	10/19/2010	NA	NA	NA	NA	161.712	46.60415	-116.64175	120.5	0	NA
100	US003	17	21	US003-14-7	inv	ass map	control		14	7	19	22.5	5.1	n	NA	NA	NA	NA	NA		1	3.342	2010-10-20	85	15	19	3.6	15	18.7	4.3				0.093	17.607	9/28/2010	NA	NA		NA	189.322580645161	46.60415	-116.64175	114.75	0	NA
101	US003	7	32	US003-2-1	inv	mat fx	control		2	1	18	25	4.1	n	NA	NA	NA	NA	NA		0.8	3.215	2010-10-21	86	15	21.3	7.2	13	17.5	4.2				0.148	21.693	10/18/2010	NA	NA	NA	NA	146.574324324324	46.60415	-116.64175	102.5	0	NA
102	US003	7	50	US003-9-7	inv	mat fx	control		9	7	14	16	4.1	n	NA	NA	NA	NA	NA		1	2.035	2010-10-21	86	15	18.7	5.2	23	18.6	4.9				0.056	8.95	10/18/2010	NA	NA	NA	NA	159.821428571429	46.60415	-116.64175	65.6	0	NA
103	US003	12	49	US003-9-5	inv	ass map	control		9	5	21	24.5	6	n	NA	NA	NA	NA	NA		0.9	4.342	2010-10-19	84	12	23.4	3.6	12	23.9	5.2				0.178	28.747	9/28/2010	NA	NA		NA	161.5	46.60415	-116.64175	147	0	NA
104	US003	7	5	US003-16-11	inv	mat fx	control		16	11	NA	NA	NA	n	NA	NA	NA	NA	NA		NA	3.445	2010-10-21	86	16	17.8	4.1	14	18.4	4.1				0.122	17.082	10/18/2010	NA	NA	NA	NA	140.016393442623	46.60415	-116.64175	NA	0	NA
105	US003	6	50	US003-8-2	inv	mat fx	control		8	2	16	18.8	4.8	y	1	3	3	NA	0		0.8	3.295	2010-10-19	84	18	13.2	4.8	15	12.2	3.2	10/8/2010			0.106	15.46	10/19/2010	73	NA	NA	NA	145.849056603774	46.60415	-116.64175	90.24	1	76
106	US003	7	10	US003-7-4	inv	mat fx	control		7	4	17	18	3.1	n	NA	NA	NA	NA	NA		0.8	1.96	2010-10-21	86	7	21.3	3.1	11	21.9	5.1				0.132	13.089	10/18/2010	NA	NA	NA	NA	99.1590909090909	46.60415	-116.64175	55.8	0	NA
107	US003	17	35	US003-4-2	inv	ass map	control		4	2	22	27.3	6.3	n	NA	NA	NA	NA	NA		0.85	4.03	2010-10-20	85	14	20.3	4.2	12	20.4	4.7				0.204	29.797	9/28/2010	NA	NA		NA	146.063725490196	46.60415	-116.64175	171.99	0	NA
108	US003	20	9	US003-14-9	inv	ass map	control		14	9	28	25.6	5.2	n	NA	NA	NA	NA	NA		1.2	2.944	2010-10-21	86	18	20.6	5.9	20	19.3	5.2				0.066	15.592	10/15/2010	NA	NA		NA	236.242424242424	46.60415	-116.64175	133.12	0	NA
109	US003	18	27	US003-16-1	inv	ass map	control		16	1	NA	NA	NA	n	NA	NA	NA	NA	NA		NA	6.136	2010-10-20	85	20	17.8	4	15	16.7	3.9	9/16/2010			0.185	27.298	10/18/2010	51	NA		NA	147.556756756757	46.60415	-116.64175	NA	0	54
110	US003	19	50	US003-3-5	inv	ass map	control		3	5	19	22.3	3.7	n	NA	NA	NA	NA	NA		0.95	3.872	2010-10-21	86	12	16.1	4.3	15	16.2	4.2				0.137	18.9	10/14/2010	NA	NA		NA	137.956204379562	46.60415	-116.64175	82.51	0	NA
111	US003	17	27	US003-11-11	inv	ass map	control		11	11	20	30.3	7.2	n	NA	NA	NA	NA	NA		1	4.472	2010-10-20	85	17	21.4	7.1	15	21.9	7.1				0.168	37.32	9/28/2010	NA	NA		NA	222.142857142857	46.60415	-116.64175	218.16	0	NA
